enter,exit,date,id,location
6,7,2023-07-19T10:48:03.093Z,940,8
7,1,2023-07-19T10:48:03.093Z,553,1
11,7,2023-07-19T10:48:03.093Z,550,8
2,1,2023-07-19T10:48:33.093Z,522,1
6,10,2023-07-19T10:48:33.093Z,461,8
25,15,2023-07-19T10:48:13.093Z,219,14
14,19,2023-07-19T10:48:43.093Z,663,3
17,22,2023-07-19T10:48:23.093Z,908,9
25,15,2023-07-19T10:48:23.093Z,443,14
1,18,2023-07-19T10:48:33.093Z,596,7
8,5,2023-07-19T10:48:33.093Z,777,2
34,18,2023-07-19T10:48:33.093Z,833,7
18,4,2023-07-19T10:48:43.093Z,60,3
34,33,2023-07-19T10:48:43.093Z,484,7
2,6,2023-07-19T10:47:33.093Z,940,1
7,3,2023-07-19T10:47:33.093Z,238,1
18,17,2023-07-19T10:47:33.093Z,320,3
25,24,2023-07-19T10:47:33.093Z,454,14
33,28,2023-07-19T10:47:43.093Z,274,6
35,30,2023-07-19T10:47:53.093Z,308,10
10,9,2023-07-19T10:48:03.093Z,608,2
19,18,2023-07-19T10:48:03.093Z,297,7
31,32,2023-07-19T10:48:03.093Z,379,12
7,3,2023-07-19T10:48:33.093Z,317,1
9,8,2023-07-19T10:48:33.093Z,608,13
1,0,2023-07-19T10:48:43.093Z,108,7
8,5,2023-07-19T10:48:43.093Z,608,2
33,21,2023-07-19T10:47:33.093Z,646,6
8,11,2023-07-19T10:47:43.093Z,197,2
4,9,2023-07-19T10:47:53.093Z,226,2
20,26,2023-07-19T10:48:03.093Z,220,4
33,28,2023-07-19T10:48:03.093Z,232,6
4,5,2023-07-19T10:48:33.093Z,38,2
19,18,2023-07-19T10:48:43.093Z,980,7
27,34,2023-07-19T10:47:43.093Z,403,5
11,7,2023-07-19T10:47:53.093Z,197,8
21,23,2023-07-19T10:47:53.093Z,646,9
28,30,2023-07-19T10:47:53.093Z,274,10
17,17,2023-07-19T10:48:03.093Z,908,9
34,33,2023-07-19T10:48:03.093Z,135,7
7,6,2023-07-19T10:48:13.093Z,461,1
34,33,2023-07-19T10:48:13.093Z,780,7
5,12,2023-07-19T10:48:23.093Z,378,3
18,13,2023-07-19T10:48:23.093Z,297,3
5,12,2023-07-19T10:48:33.093Z,229,3
14,20,2023-07-19T10:48:33.093Z,238,3
20,26,2023-07-19T10:48:33.093Z,845,4
0,6,2023-07-19T10:48:43.093Z,597,1
15,20,2023-07-19T10:48:43.093Z,667,3
17,16,2023-07-19T10:48:43.093Z,627,9
7,1,2023-07-19T10:48:53.093Z,197,1
15,19,2023-07-19T10:48:13.093Z,190,3
13,8,2023-07-19T10:48:23.093Z,777,13
34,18,2023-07-19T10:48:23.093Z,60,7
13,8,2023-07-19T10:48:33.093Z,602,13
3,2,2023-07-19T10:48:43.093Z,212,2
7,6,2023-07-19T10:48:43.093Z,658,1
33,25,2023-07-19T10:48:43.093Z,196,6
19,0,2023-07-19T10:48:53.093Z,50,7
26,27,2023-07-19T10:48:53.093Z,845,11
1,18,2023-07-19T10:49:03.093Z,526,7
21,16,2023-07-19T10:48:53.093Z,66,9
3,5,2023-07-19T10:49:03.093Z,317,2
15,17,2023-07-19T10:49:03.093Z,988,3
23,15,2023-07-19T10:48:53.093Z,689,14
13,14,2023-07-19T10:48:13.093Z,663,13
4,2,2023-07-19T10:48:23.093Z,522,2
7,1,2023-07-19T10:48:23.093Z,687,1
23,15,2023-07-19T10:48:23.093Z,43,14
35,29,2023-07-19T10:48:43.093Z,397,10
1,33,2023-07-19T10:48:53.093Z,897,7
