enter,exit,date,id,location
16,12,2023-06-16T11:02:43.093Z,38,3
29,27,2023-06-16T11:02:43.093Z,293,11
7,1,2023-06-16T11:02:53.093Z,877,1
14,20,2023-06-16T11:02:53.093Z,804,3
29,27,2023-06-16T11:02:53.093Z,607,11
7,3,2023-06-16T11:03:03.093Z,935,1
12,10,2023-06-16T11:03:03.093Z,900,8
25,24,2023-06-16T11:03:03.093Z,243,14
35,29,2023-06-16T11:03:03.093Z,856,10
3,5,2023-06-16T11:03:13.093Z,935,2
10,11,2023-06-16T11:03:13.093Z,900,2
33,21,2023-06-16T11:03:13.093Z,379,6
3,9,2023-06-16T11:03:23.093Z,777,2
9,14,2023-06-16T11:03:23.093Z,74,13
16,20,2023-06-16T11:03:23.093Z,20,3
0,6,2023-06-16T11:03:33.093Z,983,1
7,1,2023-06-16T11:03:33.093Z,388,1
17,22,2023-06-16T11:03:33.093Z,761,9
7,1,2023-06-16T11:03:43.093Z,426,1
10,2,2023-06-16T11:03:43.093Z,906,2
17,16,2023-06-16T11:03:43.093Z,645,9
1,0,2023-06-16T11:03:53.093Z,319,7
4,2,2023-06-16T11:03:53.093Z,567,2
15,12,2023-06-16T11:03:53.093Z,803,3
23,15,2023-06-16T11:03:53.093Z,343,14
6,10,2023-06-16T11:04:03.093Z,714,8
25,15,2023-06-16T11:04:03.093Z,590,14
3,5,2023-06-16T11:04:13.093Z,567,2
9,8,2023-06-16T11:04:13.093Z,906,13
14,13,2023-06-16T11:04:13.093Z,235,3
30,32,2023-06-16T11:04:13.093Z,225,12
0,3,2023-06-16T11:04:23.093Z,571,1
4,2,2023-06-16T11:04:23.093Z,434,2
6,10,2023-06-16T11:04:23.093Z,664,8
7,3,2023-06-16T11:04:23.093Z,900,1
8,5,2023-06-16T11:04:23.093Z,906,2
12,7,2023-06-16T11:04:23.093Z,878,8
24,35,2023-06-16T11:04:23.093Z,532,4
0,6,2023-06-16T11:04:33.093Z,68,1
2,6,2023-06-16T11:04:33.093Z,616,1
18,17,2023-06-16T11:04:33.093Z,282,3
14,12,2023-06-16T11:04:43.093Z,952,3
1,33,2023-06-16T11:04:23.093Z,45,7
3,2,2023-06-16T11:04:23.093Z,616,2
5,19,2023-06-16T11:04:23.093Z,981,3
3,2,2023-06-16T11:04:33.093Z,571,2
4,9,2023-06-16T11:04:33.093Z,746,2
5,12,2023-06-16T11:04:33.093Z,523,3
10,2,2023-06-16T11:04:33.093Z,664,2
14,13,2023-06-16T11:04:33.093Z,522,3
17,23,2023-06-16T11:04:33.093Z,569,9
0,3,2023-06-16T11:04:43.093Z,212,1
6,7,2023-06-16T11:04:43.093Z,68,8
7,6,2023-06-16T11:04:43.093Z,440,1
8,5,2023-06-16T11:04:43.093Z,602,2
9,14,2023-06-16T11:04:43.093Z,746,13
12,7,2023-06-16T11:04:43.093Z,330,8
17,16,2023-06-16T11:04:43.093Z,895,9
23,24,2023-06-16T11:04:43.093Z,569,14
0,3,2023-06-16T11:04:53.093Z,319,1
2,1,2023-06-16T11:04:53.093Z,434,1
7,1,2023-06-16T11:04:53.093Z,38,1
14,12,2023-06-16T11:04:53.093Z,821,3
19,18,2023-06-16T11:04:53.093Z,923,7
35,30,2023-06-16T11:04:53.093Z,804,10
10,11,2023-06-16T11:05:03.093Z,616,2
17,22,2023-06-16T11:05:03.093Z,935,9
0,6,2023-06-16T11:05:13.093Z,848,1
10,5,2023-06-16T11:05:13.093Z,966,2
30,32,2023-06-16T11:05:13.093Z,512,12
1,0,2023-06-16T11:05:23.093Z,228,7
6,7,2023-06-16T11:05:23.093Z,875,8
12,10,2023-06-16T11:05:23.093Z,821,8
18,17,2023-06-16T11:05:23.093Z,303,3
33,28,2023-06-16T11:05:23.093Z,548,6
5,20,2023-06-16T11:05:33.093Z,602,3
7,1,2023-06-16T11:05:33.093Z,878,1
12,10,2023-06-16T11:05:33.093Z,379,8
34,33,2023-06-16T11:05:33.093Z,428,7
0,3,2023-06-16T11:05:43.093Z,63,1
7,3,2023-06-16T11:05:43.093Z,68,1
11,7,2023-06-16T11:05:43.093Z,858,8
18,17,2023-06-16T11:05:43.093Z,923,3
30,32,2023-06-16T11:05:43.093Z,115,12
34,33,2023-06-16T11:05:43.093Z,919,7
1,18,2023-06-16T11:05:53.093Z,227,7
7,1,2023-06-16T11:05:53.093Z,330,1
11,7,2023-06-16T11:05:53.093Z,235,8
34,18,2023-06-16T11:05:53.093Z,509,7
1,18,2023-06-16T11:06:03.093Z,332,7
6,10,2023-06-16T11:06:03.093Z,48,8
20,35,2023-06-16T11:04:53.093Z,972,4
20,26,2023-06-16T11:04:43.093Z,20,4
34,18,2023-06-16T11:04:43.093Z,303,7
1,18,2023-06-16T11:04:53.093Z,932,7
5,17,2023-06-16T11:04:53.093Z,567,3
6,10,2023-06-16T11:04:53.093Z,616,8
12,7,2023-06-16T11:04:53.093Z,701,8
15,12,2023-06-16T11:04:53.093Z,379,3
24,26,2023-06-16T11:04:53.093Z,569,4
7,1,2023-06-16T11:05:03.093Z,976,1
12,7,2023-06-16T11:05:03.093Z,523,8
30,32,2023-06-16T11:05:03.093Z,804,12
5,19,2023-06-16T11:05:13.093Z,461,3
17,22,2023-06-16T11:05:13.093Z,58,9
35,29,2023-06-16T11:05:13.093Z,629,10
3,5,2023-06-16T11:05:23.093Z,319,2
7,1,2023-06-16T11:05:23.093Z,140,1
14,13,2023-06-16T11:05:23.093Z,777,3
26,27,2023-06-16T11:05:23.093Z,569,11
2,1,2023-06-16T11:05:33.093Z,557,1
6,10,2023-06-16T11:05:33.093Z,440,8
10,5,2023-06-16T11:05:33.093Z,821,2
18,13,2023-06-16T11:05:33.093Z,932,3
35,29,2023-06-16T11:05:33.093Z,532,10
6,7,2023-06-16T11:05:43.093Z,848,8
8,11,2023-06-16T11:05:43.093Z,235,2
13,14,2023-06-16T11:05:43.093Z,175,13
29,27,2023-06-16T11:05:43.093Z,629,11
31,32,2023-06-16T11:05:43.093Z,824,12
35,29,2023-06-16T11:05:43.093Z,972,10
2,1,2023-06-16T11:05:53.093Z,343,1
10,2,2023-06-16T11:05:53.093Z,379,2
14,19,2023-06-16T11:05:53.093Z,175,3
35,29,2023-06-16T11:05:53.093Z,156,10
3,9,2023-06-16T11:06:03.093Z,68,2
7,3,2023-06-16T11:06:03.093Z,597,1
5,13,2023-06-16T11:05:03.093Z,714,3
13,8,2023-06-16T11:05:03.093Z,380,13
18,4,2023-06-16T11:05:03.093Z,554,3
27,34,2023-06-16T11:05:03.093Z,359,5
35,30,2023-06-16T11:05:03.093Z,512,10
2,1,2023-06-16T11:05:13.093Z,664,1
6,7,2023-06-16T11:05:13.093Z,447,8
12,7,2023-06-16T11:05:13.093Z,952,8
16,19,2023-06-16T11:05:13.093Z,645,3
22,21,2023-06-16T11:05:13.093Z,652,6
32,21,2023-06-16T11:05:13.093Z,247,6
13,8,2023-06-16T11:05:23.093Z,235,13
32,21,2023-06-16T11:05:23.093Z,473,6
8,11,2023-06-16T11:05:33.093Z,858,2
23,15,2023-06-16T11:05:33.093Z,408,14
4,5,2023-06-16T11:05:43.093Z,554,2
14,13,2023-06-16T11:05:43.093Z,746,3
32,28,2023-06-16T11:05:43.093Z,412,6
3,11,2023-06-16T11:05:53.093Z,63,2
12,10,2023-06-16T11:05:53.093Z,590,8
32,21,2023-06-16T11:05:53.093Z,350,6
2,3,2023-06-16T11:06:03.093Z,379,1
15,4,2023-06-16T11:05:03.093Z,343,3
22,34,2023-06-16T11:05:03.093Z,236,6
32,34,2023-06-16T11:05:03.093Z,65,6
1,0,2023-06-16T11:05:13.093Z,346,7
3,5,2023-06-16T11:05:13.093Z,212,2
8,5,2023-06-16T11:05:13.093Z,380,2
13,8,2023-06-16T11:05:13.093Z,858,13
18,13,2023-06-16T11:05:13.093Z,649,3
26,27,2023-06-16T11:05:13.093Z,20,11
5,17,2023-06-16T11:05:23.093Z,906,3
16,20,2023-06-16T11:05:23.093Z,203,3
4,2,2023-06-16T11:05:33.093Z,343,2
15,12,2023-06-16T11:05:33.093Z,590,3
33,21,2023-06-16T11:05:33.093Z,331,6
10,5,2023-06-16T11:05:43.093Z,440,2
28,29,2023-06-16T11:05:43.093Z,548,10
0,6,2023-06-16T11:05:53.093Z,48,1
9,14,2023-06-16T11:05:53.093Z,64,13
28,29,2023-06-16T11:05:53.093Z,412,10
0,3,2023-06-16T11:06:03.093Z,346,1
5,4,2023-06-16T11:06:03.093Z,212,3
13,8,2023-06-16T11:06:03.093Z,522,13
10,2,2023-06-16T11:06:13.093Z,48,2
25,15,2023-06-16T11:06:13.093Z,171,14
5,4,2023-06-16T11:06:23.093Z,380,3
15,13,2023-06-16T11:06:23.093Z,408,3
1,33,2023-06-16T11:06:33.093Z,550,7
6,10,2023-06-16T11:06:33.093Z,701,8
19,0,2023-06-16T11:06:33.093Z,429,7
34,0,2023-06-16T11:06:33.093Z,457,7
14,4,2023-06-16T11:06:43.093Z,68,3
5,4,2023-06-16T11:06:53.093Z,319,3
10,9,2023-06-16T11:06:53.093Z,523,2
