enter,exit,date,id,location
34,33,2023-08-09T16:13:43.093Z,668,7
6,10,2023-08-09T16:13:53.093Z,230,8
8,2,2023-08-09T16:13:53.093Z,819,2
13,8,2023-08-09T16:13:53.093Z,671,13
2,1,2023-08-09T16:13:03.093Z,466,1
5,13,2023-08-09T16:13:03.093Z,671,3
7,1,2023-08-09T16:13:03.093Z,238,1
10,5,2023-08-09T16:13:03.093Z,9,2
0,3,2023-08-09T16:13:03.093Z,111,1
4,9,2023-08-09T16:13:03.093Z,168,2
6,10,2023-08-09T16:13:03.093Z,744,8
9,8,2023-08-09T16:13:03.093Z,336,13
12,7,2023-08-09T16:13:03.093Z,619,8
13,14,2023-08-09T16:13:03.093Z,591,13
14,13,2023-08-09T16:13:03.093Z,81,3
15,12,2023-08-09T16:13:03.093Z,852,3
17,16,2023-08-09T16:13:03.093Z,116,9
18,20,2023-08-09T16:13:03.093Z,328,3
21,16,2023-08-09T16:13:03.093Z,274,9
25,15,2023-08-09T16:13:03.093Z,911,14
32,34,2023-08-09T16:13:03.093Z,209,6
34,33,2023-08-09T16:13:03.093Z,396,7
2,1,2023-08-09T16:13:13.093Z,488,1
12,7,2023-08-09T16:13:13.093Z,2,8
30,32,2023-08-09T16:13:13.093Z,143,12
34,33,2023-08-09T16:13:13.093Z,888,7
3,5,2023-08-09T16:13:23.093Z,877,2
8,11,2023-08-09T16:13:23.093Z,336,2
14,12,2023-08-09T16:13:23.093Z,591,3
16,19,2023-08-09T16:13:23.093Z,676,3
21,16,2023-08-09T16:13:23.093Z,514,9
1,18,2023-08-09T16:13:33.093Z,197,7
5,12,2023-08-09T16:13:33.093Z,235,3
8,5,2023-08-09T16:13:33.093Z,987,2
10,5,2023-08-09T16:13:33.093Z,701,2
12,10,2023-08-09T16:13:33.093Z,162,8
15,12,2023-08-09T16:13:33.093Z,37,3
17,16,2023-08-09T16:13:33.093Z,908,9
25,15,2023-08-09T16:13:33.093Z,844,14
34,0,2023-08-09T16:13:33.093Z,94,7
4,2,2023-08-09T16:13:43.093Z,116,2
8,11,2023-08-09T16:13:43.093Z,168,2
15,12,2023-08-09T16:13:43.093Z,90,3
21,23,2023-08-09T16:13:43.093Z,124,9
33,21,2023-08-09T16:13:43.093Z,136,6
0,3,2023-08-09T16:13:53.093Z,94,1
7,1,2023-08-09T16:13:53.093Z,353,1
11,10,2023-08-09T16:13:53.093Z,787,8
15,12,2023-08-09T16:13:53.093Z,660,3
16,13,2023-08-09T16:13:53.093Z,289,3
23,15,2023-08-09T16:13:53.093Z,124,14
1,18,2023-08-09T16:14:03.093Z,496,7
6,10,2023-08-09T16:14:03.093Z,159,8
8,11,2023-08-09T16:14:03.093Z,671,2
14,12,2023-08-09T16:14:03.093Z,319,3
16,13,2023-08-09T16:14:03.093Z,514,3
21,16,2023-08-09T16:14:03.093Z,795,9
2,6,2023-08-09T16:14:13.093Z,116,1
7,6,2023-08-09T16:14:13.093Z,955,1
11,10,2023-08-09T16:14:13.093Z,671,8
13,8,2023-08-09T16:14:13.093Z,81,13
16,19,2023-08-09T16:14:13.093Z,771,3
21,16,2023-08-09T16:14:13.093Z,20,9
32,34,2023-08-09T16:14:13.093Z,980,6
34,33,2023-08-09T16:14:13.093Z,400,7
3,2,2023-08-09T16:14:23.093Z,458,2
7,1,2023-08-09T16:14:23.093Z,334,1
