idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strTags,dateModified
13499,Oreo Mudslide,Ordinary Drink,Alcoholic,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,,2016-07-19 11:43:37
17060,24k nightmare,Shot,Alcoholic,Shot glass,"Add over ice,shake and pour.",https://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,,2016-07-18 22:31:38
17015,Irish Russian,Beer,Alcoholic,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,,2016-02-03 15:18:50
12214,Singapore Sling,Ordinary Drink,Alcoholic,Hurricane glass,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,https://www.thecocktaildb.com/images/media/drink/7dozeg1582578095.jpg,"IBA,ContemporaryClassic",2015-08-18 14:58:08
12910,Egg Nog #4,Punch / Party Drink,Optional alcohol,Punch bowl,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,,2016-07-18 22:02:27
178353,Apple Highball,Cocktail,Alcoholic,Highball glass,"Add ice in a highball glass. Rub a wedge of fresh lime around rim and place it in the glass. Add a shot of Apple schnapps, a shot of Courvoisier and top up with ginger ale.",https://www.thecocktaildb.com/images/media/drink/66mt9b1619695719.jpg,"Classy, Spicy",
178335,Lazy Coconut Paloma,Cocktail,Alcoholic,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,"Lazy, Sharp",
15092,Pysch Vitamin Light,Ordinary Drink,Non alcoholic,Collins Glass,Shake with ice.,https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,,2015-09-06 16:33:00
17135,Citrus Coke,Soft Drink,Alcoholic,Highball Glass,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,,2016-11-18 12:46:54
11019,Alfie Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg,Alcoholic,2017-01-02 20:10:29
12097,Rum Toddy,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,,2017-09-08 16:58:06
17114,Ruby Tuesday,Cocktail,Alcoholic,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,,2015-09-06 16:30:37
17065,Caribbean Boilermaker,Beer,Alcoholic,Beer pilsner,Pour the Corona into an 18oz beer glass pour the rum into the beer.,https://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,,2016-02-03 15:01:06
14181,Cafe Savoy,Coffee / Tea,Alcoholic,Coffee mug,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,,2015-09-03 03:35:11
178331,Bounty Hunter,Cocktail,Alcoholic,Margarita glass,"Add the spirits into a shaker as well as the pineapple juice, strain into a Margarita glass. Top with Prosecco and garnish with Blueberries.",https://www.thecocktaildb.com/images/media/drink/t8bgxl1596018175.jpg,,
11391,Frozen Pineapple Daiquiri,Ordinary Drink,Alcoholic,Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,,2017-09-06 23:14:57
17241,Zombie,Cocktail,Alcoholic,Hurricane glass,"Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",https://www.thecocktaildb.com/images/media/drink/2en3jk1509557725.jpg,,2017-11-01 17:35:26
14608,Cream Soda,Cocktail,Alcoholic,Highball glass,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,,2016-11-15 11:29:27
17188,Mary Pickford,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"IBA,Classic",2017-09-02 12:09:17
12656,Banana Strawberry Shake,Shake,Non alcoholic,Highball Glass,Blend all together in a blender until smooth.,https://www.thecocktaildb.com/images/media/drink/vqquwx1472720634.jpg,,2016-09-01 10:03:54
13162,Afternoon,Coffee / Tea,Alcoholic,Collins Glass,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,,2016-08-31 19:22:57
17219,Yellow Bird,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,"IBA,NewEra",2017-09-02 18:53:31
15511,Baby Eskimo,Shake,Alcoholic,Collins Glass,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",https://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,,2016-09-01 09:57:07
14752,Kiwi Lemon,Ordinary Drink,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,,2016-11-04 09:28:17
12316,Strawberry Daiquiri,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/deu59m1504736135.jpg,,2017-09-06 23:15:36
12564,Apple Karate,Cocktail,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,,2016-07-18 22:17:14
17228,Addison,Cocktail,Alcoholic,Martini Glass,Shake together all the ingredients and strain into a cold glass.,https://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,,2017-09-07 22:38:20
16942,Zipperhead,Shot,Alcoholic,Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,,2017-01-28 16:17:15
13683,Apple Slammer,Shot,Alcoholic,Shot glass,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",https://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,,2017-04-24 22:37:32
11000,Mojito,Cocktail,Alcoholic,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,"IBA,ContemporaryClassic,Alcoholic,USA,Asia,Vegan,Citrus,Brunch,Hangover,Mild",2016-11-04 09:17:09
13032,Spiced Peach Punch,Punch / Party Drink,Non alcoholic,Collins Glass,"Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",https://www.thecocktaildb.com/images/media/drink/qxvypq1468924331.jpg,,2016-07-19 11:32:11
178344,Figgy Thyme,Cocktail,Alcoholic,Highball glass,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.",https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg,"Christmas,Sweet",
17079,Baby Guinness,Shot,Alcoholic,Shot glass,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",https://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,,2016-09-10 05:39:19
12138,Scotch Cobbler,Ordinary Drink,Alcoholic,Old-fashioned glass,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",https://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,,2017-09-06 23:17:07
13497,Green Goblin,Beer,Alcoholic,Pint glass,"Cider First, Lager then Curacao",https://www.thecocktaildb.com/images/media/drink/qxprxr1454511520.jpg,,2016-02-03 14:58:40
17838,Adonis Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,,2016-09-02 11:27:11
15194,Amaretto Shake,Ordinary Drink,Alcoholic,Collins Glass,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,https://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,,2017-04-24 22:34:16
17837,Adam,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/v0at4i1582478473.jpg,"Alcoholic,Holiday",2016-09-02 11:29:29
14978,Rum Punch,Punch / Party Drink,Alcoholic,Punch bowl,Mix all ingredients in a punch bowl and serve.,https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,,2015-09-06 16:48:58
12196,Sidecar,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,"IBA,Classic",2015-08-18 15:07:32
11408,Gin Daisy,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,,2016-11-10 23:19:04
12130,Scooter,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,,2017-01-02 20:18:27
12460,Vodka And Tonic,Ordinary Drink,Alcoholic,Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,,2017-09-07 22:41:40
17226,Adam & Eve,Cocktail,Alcoholic,Cocktail glass,Shake together all the ingredients and strain into a cold glass.,https://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,,2017-09-07 22:17:58
12658,Banana Strawberry Shake Daiquiri,Shake,Non alcoholic,Cocktail Glass,Blend all together in a blender until smooth.,https://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg,,2016-09-01 10:03:01
178323,Passion Fruit Martini,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,,
17217,Vampiro,Ordinary Drink,Alcoholic,Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,"IBA,NewEra",2017-09-02 18:44:06
13501,ABC,Shot,Alcoholic,Shot glass,Layered in a shot glass.,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,,2016-08-31 19:32:08
13068,Brave Bull Shooter,Shot,Alcoholic,Shot glass,Pour Tabasco into bottom of shot glass and fill with tequila.,https://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg,,2016-09-08 15:23:45
178358,Mango Mojito,Cocktail,Alcoholic,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,Fruity,
12744,Microwave Hot Cocoa,Cocoa,Non alcoholic,Coffee mug,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well.",https://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,,2017-02-20 15:05:51
16289,Apple Grande,Punch / Party Drink,Alcoholic,Punch Bowl,Chill both ingredients!! Mix in a tumbler and enjoy!,https://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,,2016-08-31 19:37:02
17020,Auburn Headbanger,Shot,Alcoholic,Shot glass,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,https://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,,2017-04-24 21:55:20
13751,Cuba Libra,Ordinary Drink,Alcoholic,Highball glass,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,,2017-09-02 22:44:56
178362,Vodka Slime,Cocktail,Alcoholic,Highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,,
11205,California Lemonade,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,https://www.thecocktaildb.com/images/media/drink/q5z4841582484168.jpg,,2016-08-28 18:47:04
12786,Thai Iced Tea,Coffee / Tea,Non alcoholic,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,,2015-09-03 02:59:28
15615,Chocolate Monkey,Shake,Optional alcohol,Parfait glass,"blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.",https://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,,2016-07-18 21:53:32
11016,Brandy Alexander,Ordinary Drink,Alcoholic,Whiskey Glass,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/mlyk1i1606772340.jpg,"Nutty,Dairy",2017-01-02 20:09:06
13026,Sangria The  Best,Punch / Party Drink,Alcoholic,Pitcher,"Mix wine, sugar and fruit, and let sit in the fridge for 18-24 hours. The mixture will have a somewhat syrupy consistency. Before serving stir in brandy and cut the mixture with soda water until it have a thinner, more wine like consistency. Serve from a pitcher in wine glasses.",https://www.thecocktaildb.com/images/media/drink/vysywu1468924264.jpg,,2016-07-19 11:31:04
14167,Vodka Martini,Ordinary Drink,Alcoholic,Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,,2015-08-18 15:02:08
178342,Gin and Soda,Cocktail,Alcoholic,Highball glass,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg,"Clear,Alcoholic",
11728,Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,,2017-09-02 12:51:35
11007,Margarita,Ordinary Drink,Alcoholic,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,"IBA,ContemporaryClassic",2015-08-18 14:42:59
11157,Brandy Cobbler,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",https://www.thecocktaildb.com/images/media/drink/5xgu591582580586.jpg,,2015-08-13 12:37:16
12087,Rum Milk Punch,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,,2017-09-08 17:40:10
12712,Grape lemon pineapple Smoothie,Other / Unknown,Non alcoholic,Highball glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/54z5h71487603583.jpg,,2017-02-20 15:13:03
15106,Apello,Other / Unknown,Non alcoholic,Collins Glass,Stirr. Grnish with maraschino cherry.,https://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,,2016-07-18 22:13:35
12802,Cranberry Cordial,Homemade Liqueur,Alcoholic,Collins Glass,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",https://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,,2016-08-31 19:16:32
14538,Bumble Bee,Shot,Alcoholic,Shot glass,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,,2016-04-28 18:59:38
16943,A Gilligan's Island,Cocktail,Alcoholic,Collins glass,"Shaken, not stirred!",https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,,2016-04-28 19:12:56
11690,Mai Tai,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"IBA,ContemporaryClassic",2015-08-18 15:17:50
12474,Waikiki Beachcomber,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,,2015-09-02 16:43:03
17183,Bacardi Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Shake together with ice. Strain into glass and serve.,https://www.thecocktaildb.com/images/media/drink/n433t21504348259.jpg,"IBA,Classic",2017-09-02 11:30:59
16951,Kioki Coffee,Coffee / Tea,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,,2015-09-03 03:29:34
14730,Bubble Gum,Shot,Alcoholic,Shot glass,Layer in order into a shot glass.,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,,2016-07-18 22:53:03
15997,GG,Ordinary Drink,Optional alcohol,Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,,2016-07-18 22:06:00
11147,Bourbon Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",https://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,,2017-09-02 16:31:58
16311,Applejack,Cocktail,Alcoholic,Cocktail glass,"Add all ingredients into mixing glass, chill and strain into cocktail glass",https://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,,2016-11-15 11:24:22
14356,Blind Russian,Shake,Alcoholic,Collins glass,Fill glass with ice. Add all liquers. Add milk. shake.,https://www.thecocktaildb.com/images/media/drink/wxuqvr1472720408.jpg,,2016-09-01 10:00:08
17253,Paloma,Cocktail,Alcoholic,Collins glass,Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,,2017-12-19 17:59:53
17213,French Martini,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,"NewEra,IBA",2017-09-02 18:25:34
11433,Grass Skirt,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,,2016-09-14 23:19:46
17066,Army special,Cocktail,Alcoholic,Cocktail glass,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",https://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,,2017-04-24 22:07:42
12758,Gagliardo,Cocktail,Alcoholic,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,,2017-02-20 15:01:18
11003,Negroni,Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,"IBA,Classic",2015-08-18 15:12:07
14364,Aztec Punch,Punch / Party Drink,Alcoholic,Punch bowl,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",https://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,,2016-02-03 15:49:51
14229,747,Shot,Alcoholic,Shot glass,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",https://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,,2016-08-31 19:28:26
17190,Paradise,Ordinary Drink,Alcoholic,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,IBA,2017-09-02 12:17:40
11542,Jack Rose Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Beach,2015-08-18 15:11:08
13775,Jelly Bean,Shot,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,,2017-09-02 22:46:37
17246,Empellón Cocina's Fat-Washed Mezcal,Cocktail,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,,2017-12-18 11:11:49
12752,Lemon Shot,Shot,Alcoholic,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,,2017-02-20 15:02:59
