enter,exit,date,id,location
25,15,2023-06-03T21:40:43.093Z,74,14
27,34,2023-06-03T21:39:43.093Z,771,5
2,1,2023-06-03T21:40:03.093Z,119,1
32,25,2023-06-03T21:40:13.093Z,74,6
9,8,2023-06-03T21:40:43.093Z,916,13
25,15,2023-06-03T21:40:53.093Z,120,14
5,17,2023-06-03T21:41:33.093Z,916,3
29,27,2023-06-03T21:41:43.093Z,71,11
9,14,2023-06-03T21:42:03.093Z,74,13
32,25,2023-06-03T21:42:13.093Z,462,6
35,29,2023-06-03T21:41:23.093Z,71,10
28,30,2023-06-03T21:41:43.093Z,462,10
2,1,2023-06-03T21:42:03.093Z,717,1
26,27,2023-06-03T21:42:13.093Z,689,11
15,13,2023-06-03T21:41:13.093Z,74,3
20,26,2023-06-03T21:41:43.093Z,689,4
30,32,2023-06-03T21:41:53.093Z,462,12
22,25,2023-06-03T21:42:13.093Z,136,6
26,27,2023-06-03T21:42:33.093Z,884,11
13,8,2023-06-03T21:41:43.093Z,74,13
8,9,2023-06-03T21:41:53.093Z,74,2
17,22,2023-06-03T21:42:13.093Z,916,9
27,34,2023-06-03T21:42:23.093Z,71,5
25,15,2023-06-03T21:43:13.093Z,462,14
15,20,2023-06-03T21:44:03.093Z,462,3
15,19,2023-06-03T21:42:53.093Z,120,3
27,31,2023-06-03T21:43:13.093Z,689,5
32,25,2023-06-03T21:44:03.093Z,689,6
25,15,2023-06-03T21:43:03.093Z,136,14
31,32,2023-06-03T21:43:43.093Z,689,12
20,26,2023-06-03T21:44:23.093Z,462,4
22,34,2023-06-03T21:43:13.093Z,916,6
15,19,2023-06-03T21:43:53.093Z,136,3
10,2,2023-06-03T21:44:53.093Z,489,2
19,33,2023-06-03T21:45:53.093Z,883,7
26,27,2023-06-03T21:44:53.093Z,462,11
26,27,2023-06-03T21:45:53.093Z,708,11
29,27,2023-06-03T21:44:53.093Z,728,11
25,15,2023-06-03T21:44:33.093Z,689,14
2,1,2023-06-03T21:45:03.093Z,489,1
1,33,2023-06-03T21:47:03.093Z,612,7
33,21,2023-06-03T21:47:43.093Z,883,6
34,33,2023-06-03T21:51:33.093Z,768,7
27,31,2023-06-03T21:52:03.093Z,612,5
28,30,2023-06-03T21:52:33.093Z,569,10
27,34,2023-06-03T21:51:23.093Z,728,5
27,34,2023-06-03T21:51:53.093Z,708,5
33,28,2023-06-03T21:52:23.093Z,569,6
27,34,2023-06-03T21:51:13.093Z,462,5
8,5,2023-06-03T21:51:53.093Z,986,2
24,26,2023-06-03T21:52:23.093Z,754,4
33,25,2023-06-03T21:51:43.093Z,754,6
33,21,2023-06-03T21:52:13.093Z,768,6
27,31,2023-06-03T21:52:43.093Z,809,5
13,8,2023-06-03T21:51:43.093Z,986,13
34,0,2023-06-03T21:52:03.093Z,206,7
16,4,2023-06-03T21:52:43.093Z,768,3
34,33,2023-06-03T21:51:23.093Z,754,7
34,33,2023-06-03T21:51:53.093Z,45,7
