enter,exit,date,id,location
32,21,2023-08-22T15:14:33.093Z,691,6
14,17,2023-08-22T15:14:43.093Z,630,3
27,31,2023-08-22T15:14:43.093Z,484,5
32,21,2023-08-22T15:14:43.093Z,193,6
10,9,2023-08-22T15:14:53.093Z,86,2
17,22,2023-08-22T15:14:53.093Z,505,9
33,28,2023-08-22T15:14:53.093Z,247,6
8,9,2023-08-22T15:15:03.093Z,63,2
16,4,2023-08-22T15:15:03.093Z,116,3
21,16,2023-08-22T15:15:03.093Z,757,9
7,3,2023-08-22T15:15:13.093Z,959,1
16,20,2023-08-22T15:15:13.093Z,658,3
23,15,2023-08-22T15:15:13.093Z,472,14
2,6,2023-08-22T15:15:23.093Z,954,1
10,5,2023-08-22T15:15:23.093Z,526,2
14,19,2023-08-22T15:14:23.093Z,361,3
21,23,2023-08-22T15:14:23.093Z,90,9
4,5,2023-08-22T15:14:33.093Z,55,2
18,13,2023-08-22T15:14:33.093Z,63,3
23,15,2023-08-22T15:14:33.093Z,90,14
6,10,2023-08-22T15:14:43.093Z,526,8
21,23,2023-08-22T15:14:43.093Z,128,9
30,32,2023-08-22T15:14:43.093Z,851,12
5,12,2023-08-22T15:14:53.093Z,55,3
13,8,2023-08-22T15:14:53.093Z,63,13
21,22,2023-08-22T15:14:53.093Z,144,9
3,2,2023-08-22T15:15:03.093Z,954,2
10,9,2023-08-22T15:15:03.093Z,206,2
18,17,2023-08-22T15:15:03.093Z,390,3
4,2,2023-08-22T15:15:13.093Z,819,2
10,11,2023-08-22T15:15:13.093Z,828,2
18,17,2023-08-22T15:15:13.093Z,153,3
34,18,2023-08-22T15:15:13.093Z,142,7
7,3,2023-08-22T15:15:23.093Z,578,1
18,4,2023-08-22T15:15:23.093Z,502,3
30,32,2023-08-22T15:15:23.093Z,115,12
6,10,2023-08-22T15:15:33.093Z,954,8
18,13,2023-08-22T15:15:33.093Z,504,3
2,6,2023-08-22T15:15:43.093Z,116,1
2,3,2023-08-22T15:15:33.093Z,819,1
16,4,2023-08-22T15:15:33.093Z,757,3
34,0,2023-08-22T15:15:33.093Z,4,7
5,4,2023-08-22T15:15:43.093Z,526,3
