enter,exit,date,id,location
7,1,2023-06-06T19:10:03.093Z,140,1
13,14,2023-06-06T19:10:03.093Z,120,13
25,24,2023-06-06T19:10:03.093Z,339,14
4,5,2023-06-06T19:09:53.093Z,554,2
17,16,2023-06-06T19:09:53.093Z,737,9
22,25,2023-06-06T19:09:53.093Z,807,6
28,29,2023-06-06T19:09:53.093Z,719,10
4,11,2023-06-06T19:10:03.093Z,837,2
16,13,2023-06-06T19:10:03.093Z,658,3
20,26,2023-06-06T19:10:03.093Z,1,4
23,15,2023-06-06T19:10:03.093Z,691,14
32,34,2023-06-06T19:10:03.093Z,353,6
35,30,2023-06-06T19:10:03.093Z,462,10
1,0,2023-06-06T19:10:13.093Z,313,7
6,7,2023-06-06T19:10:13.093Z,500,8
9,14,2023-06-06T19:10:13.093Z,520,13
13,14,2023-06-06T19:10:13.093Z,862,13
16,13,2023-06-06T19:10:13.093Z,483,3
20,26,2023-06-06T19:10:13.093Z,697,4
22,25,2023-06-06T19:10:13.093Z,324,6
25,15,2023-06-06T19:10:13.093Z,694,14
35,29,2023-06-06T19:10:13.093Z,963,10
5,20,2023-06-06T19:10:23.093Z,977,3
7,3,2023-06-06T19:10:23.093Z,515,1
8,11,2023-06-06T19:10:23.093Z,336,2
12,7,2023-06-06T19:10:23.093Z,920,8
14,20,2023-06-06T19:10:23.093Z,791,3
16,20,2023-06-06T19:10:23.093Z,737,3
27,31,2023-06-06T19:10:13.093Z,31,5
34,33,2023-06-06T19:10:13.093Z,122,7
20,35,2023-06-06T19:10:23.093Z,804,4
21,22,2023-06-06T19:10:23.093Z,872,9
14,17,2023-06-06T19:10:33.093Z,748,3
17,16,2023-06-06T19:10:33.093Z,471,9
13,8,2023-06-06T19:10:43.093Z,100,13
5,13,2023-06-06T19:09:53.093Z,501,3
6,10,2023-06-06T19:09:53.093Z,504,8
17,22,2023-06-06T19:10:23.093Z,21,9
11,10,2023-06-06T19:10:33.093Z,336,8
16,20,2023-06-06T19:10:33.093Z,656,3
20,35,2023-06-06T19:10:33.093Z,492,4
5,19,2023-06-06T19:10:43.093Z,162,3
22,34,2023-06-06T19:10:43.093Z,273,6
23,24,2023-06-06T19:10:43.093Z,969,14
27,34,2023-06-06T19:10:43.093Z,11,5
3,5,2023-06-06T19:09:53.093Z,545,2
9,14,2023-06-06T19:09:53.093Z,748,13
15,4,2023-06-06T19:09:53.093Z,837,3
19,18,2023-06-06T19:09:53.093Z,450,7
23,24,2023-06-06T19:09:53.093Z,724,14
29,27,2023-06-06T19:09:53.093Z,835,11
17,23,2023-06-06T19:10:03.093Z,551,9
24,35,2023-06-06T19:10:03.093Z,724,4
21,16,2023-06-06T19:09:53.093Z,656,9
27,31,2023-06-06T19:09:53.093Z,639,5
0,3,2023-06-06T19:10:03.093Z,34,1
5,13,2023-06-06T19:10:03.093Z,100,3
9,8,2023-06-06T19:10:03.093Z,336,13
14,20,2023-06-06T19:10:03.093Z,439,3
22,34,2023-06-06T19:10:03.093Z,449,6
27,31,2023-06-06T19:10:03.093Z,318,5
34,18,2023-06-06T19:10:03.093Z,653,7
0,3,2023-06-06T19:10:13.093Z,378,1
5,17,2023-06-06T19:10:13.093Z,471,3
10,11,2023-06-06T19:10:13.093Z,504,2
18,12,2023-06-06T19:10:13.093Z,920,3
24,35,2023-06-06T19:10:13.093Z,339,4
29,27,2023-06-06T19:10:13.093Z,189,11
30,32,2023-06-06T19:10:13.093Z,462,12
32,21,2023-06-06T19:10:13.093Z,73,6
6,7,2023-06-06T19:10:23.093Z,813,8
11,7,2023-06-06T19:10:23.093Z,504,8
15,13,2023-06-06T19:10:23.093Z,5,3
19,18,2023-06-06T19:10:23.093Z,964,7
25,15,2023-06-06T19:10:23.093Z,41,14
27,31,2023-06-06T19:10:23.093Z,762,5
1,18,2023-06-06T19:10:33.093Z,760,7
7,3,2023-06-06T19:10:33.093Z,976,1
7,3,2023-06-06T19:10:13.093Z,908,1
14,17,2023-06-06T19:10:13.093Z,488,3
21,23,2023-06-06T19:10:13.093Z,969,9
26,27,2023-06-06T19:10:13.093Z,299,11
35,29,2023-06-06T19:10:23.093Z,289,10
5,17,2023-06-06T19:10:33.093Z,430,3
15,12,2023-06-06T19:10:33.093Z,241,3
21,16,2023-06-06T19:10:33.093Z,473,9
34,33,2023-06-06T19:10:33.093Z,297,7
10,2,2023-06-06T19:10:43.093Z,336,2
20,35,2023-06-06T19:10:43.093Z,411,4
26,27,2023-06-06T19:10:43.093Z,20,11
5,17,2023-06-06T19:10:53.093Z,545,3
18,17,2023-06-06T19:10:53.093Z,450,3
22,21,2023-06-06T19:10:53.093Z,3,6
29,27,2023-06-06T19:10:53.093Z,853,11
1,0,2023-06-06T19:11:03.093Z,111,7
10,2,2023-06-06T19:11:03.093Z,241,2
28,30,2023-06-06T19:11:03.093Z,344,10
1,18,2023-06-06T19:11:13.093Z,64,7
4,5,2023-06-06T19:11:13.093Z,308,2
5,20,2023-06-06T19:11:13.093Z,554,3
13,14,2023-06-06T19:10:33.093Z,501,13
19,33,2023-06-06T19:10:33.093Z,118,7
25,15,2023-06-06T19:10:33.093Z,185,14
7,1,2023-06-06T19:10:43.093Z,828,1
15,20,2023-06-06T19:10:43.093Z,919,3
21,21,2023-06-06T19:10:43.093Z,210,9
34,0,2023-06-06T19:10:43.093Z,175,7
12,10,2023-06-06T19:10:53.093Z,241,8
13,8,2023-06-06T19:10:53.093Z,658,13
21,22,2023-06-06T19:10:53.093Z,757,9
