enter,exit,date,id,location
2,1,2023-09-08T16:22:13.093Z,79,1
5,17,2023-09-08T16:22:13.093Z,535,3
7,3,2023-09-08T16:22:13.093Z,863,1
10,2,2023-09-08T16:22:13.093Z,49,2
14,4,2023-09-08T16:22:13.093Z,67,3
17,23,2023-09-08T16:22:13.093Z,450,9
32,34,2023-09-08T16:22:13.093Z,854,6
34,34,2023-09-08T16:22:13.093Z,705,7
2,1,2023-09-08T16:22:23.093Z,240,1
4,5,2023-09-08T16:21:53.093Z,284,2
10,9,2023-09-08T16:21:53.093Z,539,2
16,4,2023-09-08T16:21:53.093Z,116,3
19,33,2023-09-08T16:21:53.093Z,473,7
32,21,2023-09-08T16:21:53.093Z,20,6
1,0,2023-09-08T16:22:03.093Z,354,7
4,2,2023-09-08T16:22:03.093Z,475,2
6,7,2023-09-08T16:22:03.093Z,965,8
11,7,2023-09-08T16:22:03.093Z,239,8
15,12,2023-09-08T16:22:03.093Z,862,3
17,16,2023-09-08T16:22:03.093Z,795,9
30,32,2023-09-08T16:22:03.093Z,768,12
34,18,2023-09-08T16:22:03.093Z,939,7
4,11,2023-09-08T16:22:13.093Z,948,2
6,10,2023-09-08T16:22:13.093Z,737,8
9,14,2023-09-08T16:22:13.093Z,539,13
11,10,2023-09-08T16:22:13.093Z,686,8
16,4,2023-09-08T16:22:13.093Z,788,3
27,34,2023-09-08T16:22:13.093Z,510,5
33,21,2023-09-08T16:22:13.093Z,472,6
0,6,2023-09-08T16:22:23.093Z,354,1
3,9,2023-09-08T16:22:23.093Z,18,2
4,9,2023-09-08T16:22:23.093Z,619,2
7,6,2023-09-08T16:22:23.093Z,299,1
14,20,2023-09-08T16:22:23.093Z,524,3
17,16,2023-09-08T16:22:23.093Z,700,9
22,28,2023-09-08T16:22:23.093Z,695,6
27,31,2023-09-08T16:22:23.093Z,971,5
34,18,2023-09-08T16:22:23.093Z,164,7
4,2,2023-09-08T16:22:33.093Z,116,2
6,10,2023-09-08T16:22:33.093Z,738,8
12,7,2023-09-08T16:22:33.093Z,976,8
16,19,2023-09-08T16:22:33.093Z,636,3
20,26,2023-09-08T16:22:33.093Z,273,4
22,25,2023-09-08T16:22:33.093Z,927,6
28,29,2023-09-08T16:22:33.093Z,55,10
33,28,2023-09-08T16:22:33.093Z,128,6
1,18,2023-09-08T16:22:43.093Z,381,7
3,5,2023-09-08T16:22:43.093Z,209,2
7,3,2023-09-08T16:22:43.093Z,965,1
9,8,2023-09-08T16:22:43.093Z,619,13
16,13,2023-09-08T16:22:43.093Z,785,3
22,21,2023-09-08T16:22:43.093Z,135,6
26,27,2023-09-08T16:22:43.093Z,328,11
29,27,2023-09-08T16:22:43.093Z,360,11
33,21,2023-09-08T16:22:43.093Z,473,6
1,18,2023-09-08T16:22:53.093Z,235,7
3,9,2023-09-08T16:22:53.093Z,597,2
5,13,2023-09-08T16:22:53.093Z,284,3
7,1,2023-09-08T16:22:53.093Z,239,1
10,5,2023-09-08T16:22:53.093Z,686,2
20,26,2023-09-08T16:22:53.093Z,869,4
28,30,2023-09-08T16:22:53.093Z,63,10
2,1,2023-09-08T16:23:03.093Z,49,1
5,13,2023-09-08T16:23:03.093Z,973,3
7,1,2023-09-08T16:23:03.093Z,948,1
12,7,2023-09-08T16:23:03.093Z,418,8
16,19,2023-09-08T16:23:03.093Z,795,3
19,0,2023-09-08T16:23:03.093Z,46,7
25,15,2023-09-08T16:23:03.093Z,121,14
