enter,exit,date,id,location
13,8,2023-08-17T06:06:53.093Z,823,13
21,22,2023-08-17T06:06:53.093Z,645,9
26,27,2023-08-17T06:06:53.093Z,854,11
27,31,2023-08-17T06:06:53.093Z,421,5
30,32,2023-08-17T06:06:53.093Z,191,12
32,21,2023-08-17T06:06:53.093Z,295,6
33,25,2023-08-17T06:06:53.093Z,241,6
34,0,2023-08-17T06:06:53.093Z,305,7
2,3,2023-08-17T06:07:03.093Z,302,1
3,9,2023-08-17T06:07:03.093Z,835,2
6,10,2023-08-17T06:07:03.093Z,149,8
7,1,2023-08-17T06:07:03.093Z,948,1
8,5,2023-08-17T06:07:03.093Z,823,2
10,9,2023-08-17T06:07:03.093Z,513,2
17,22,2023-08-17T06:07:03.093Z,601,9
21,16,2023-08-17T06:07:03.093Z,256,9
25,15,2023-08-17T06:07:03.093Z,34,14
32,34,2023-08-17T06:07:03.093Z,629,6
33,25,2023-08-17T06:07:03.093Z,328,6
35,29,2023-08-17T06:07:03.093Z,122,10
6,7,2023-08-17T06:07:13.093Z,447,8
7,6,2023-08-17T06:07:13.093Z,314,1
19,18,2023-08-17T06:07:13.093Z,459,7
20,35,2023-08-17T06:07:13.093Z,882,4
31,32,2023-08-17T06:07:13.093Z,421,12
3,5,2023-08-17T06:07:23.093Z,437,2
4,9,2023-08-17T06:07:23.093Z,792,2
7,1,2023-08-17T06:07:23.093Z,447,1
9,8,2023-08-17T06:07:23.093Z,835,13
17,22,2023-08-17T06:07:23.093Z,857,9
19,33,2023-08-17T06:07:23.093Z,844,7
21,16,2023-08-17T06:07:23.093Z,361,9
24,35,2023-08-17T06:07:23.093Z,241,4
25,15,2023-08-17T06:07:23.093Z,328,14
32,34,2023-08-17T06:07:23.093Z,997,6
3,9,2023-08-17T06:07:33.093Z,456,2
9,14,2023-08-17T06:07:33.093Z,513,13
10,9,2023-08-17T06:07:33.093Z,113,2
31,32,2023-08-17T06:07:33.093Z,166,12
32,21,2023-08-17T06:07:33.093Z,234,6
34,18,2023-08-17T06:07:33.093Z,351,7
5,17,2023-08-17T06:07:13.093Z,522,3
10,5,2023-08-17T06:07:13.093Z,149,2
17,22,2023-08-17T06:07:13.093Z,850,9
25,24,2023-08-17T06:07:13.093Z,241,14
27,31,2023-08-17T06:07:13.093Z,166,5
29,27,2023-08-17T06:07:13.093Z,709,11
32,34,2023-08-17T06:07:13.093Z,154,6
34,18,2023-08-17T06:07:13.093Z,626,7
1,18,2023-08-17T06:07:23.093Z,586,7
5,17,2023-08-17T06:07:23.093Z,823,3
6,10,2023-08-17T06:07:23.093Z,113,8
27,31,2023-08-17T06:07:23.093Z,473,5
29,27,2023-08-17T06:07:23.093Z,122,11
4,9,2023-08-17T06:07:33.093Z,738,2
5,13,2023-08-17T06:07:33.093Z,149,3
16,17,2023-08-17T06:07:33.093Z,169,3
17,22,2023-08-17T06:07:33.093Z,323,9
19,0,2023-08-17T06:07:33.093Z,602,7
21,16,2023-08-17T06:07:33.093Z,290,9
5,12,2023-08-17T06:07:43.093Z,437,3
7,6,2023-08-17T06:07:43.093Z,212,1
14,4,2023-08-17T06:07:43.093Z,975,3
21,22,2023-08-17T06:07:43.093Z,958,9
27,34,2023-08-17T06:07:43.093Z,702,5
35,29,2023-08-17T06:07:43.093Z,882,10
1,0,2023-08-17T06:07:53.093Z,124,7
3,5,2023-08-17T06:07:53.093Z,596,2
9,8,2023-08-17T06:07:53.093Z,456,13
16,13,2023-08-17T06:07:53.093Z,411,3
32,34,2023-08-17T06:07:53.093Z,321,6
