enter,exit,date,id,location
33,21,2023-07-17T18:21:53.093Z,807,6
21,23,2023-07-17T18:22:03.093Z,964,9
1,1,2023-07-17T18:22:13.093Z,132,7
5,17,2023-07-17T18:22:13.093Z,597,3
8,5,2023-07-17T18:22:13.093Z,864,2
18,4,2023-07-17T18:22:13.093Z,657,3
21,22,2023-07-17T18:22:13.093Z,807,9
12,7,2023-07-17T18:22:23.093Z,835,8
25,15,2023-07-17T18:22:23.093Z,67,14
18,12,2023-07-17T18:22:33.093Z,672,3
7,1,2023-07-17T18:22:43.093Z,676,1
16,17,2023-07-17T18:22:43.093Z,604,3
4,11,2023-07-17T18:22:53.093Z,748,2
11,7,2023-07-17T18:22:53.093Z,224,8
5,17,2023-07-17T18:23:03.093Z,737,3
15,17,2023-07-17T18:23:03.093Z,343,3
3,5,2023-07-17T18:23:13.093Z,976,2
20,35,2023-07-17T18:23:13.093Z,247,4
8,2,2023-07-17T18:23:23.093Z,496,2
19,33,2023-07-17T18:23:23.093Z,692,7
25,15,2023-07-17T18:23:23.093Z,423,14
1,18,2023-07-17T18:23:33.093Z,979,7
6,7,2023-07-17T18:23:33.093Z,447,8
7,1,2023-07-17T18:23:33.093Z,264,1
19,33,2023-07-17T18:23:33.093Z,118,7
4,2,2023-07-17T18:23:43.093Z,214,2
17,16,2023-07-17T18:23:43.093Z,597,9
32,34,2023-07-17T18:23:43.093Z,788,6
34,18,2023-07-17T18:23:43.093Z,541,7
3,9,2023-07-17T18:23:53.093Z,672,2
7,3,2023-07-17T18:23:53.093Z,224,1
29,27,2023-07-17T18:23:53.093Z,819,11
34,18,2023-07-17T18:23:53.093Z,355,7
6,7,2023-07-17T18:24:23.093Z,816,8
12,7,2023-07-17T18:24:23.093Z,260,8
15,17,2023-07-17T18:24:23.093Z,923,3
19,18,2023-07-17T18:24:23.093Z,906,7
23,23,2023-07-17T18:24:23.093Z,343,14
34,18,2023-07-17T18:24:23.093Z,127,7
15,12,2023-07-17T18:24:33.093Z,423,3
0,3,2023-07-17T18:24:53.093Z,108,1
4,9,2023-07-17T18:24:53.093Z,278,2
0,6,2023-07-17T18:25:03.093Z,206,1
2,3,2023-07-17T18:23:33.093Z,672,1
20,35,2023-07-17T18:23:33.093Z,990,4
2,1,2023-07-17T18:23:43.093Z,496,1
7,3,2023-07-17T18:23:43.093Z,15,1
23,15,2023-07-17T18:24:33.093Z,343,14
28,29,2023-07-17T18:24:33.093Z,33,10
3,2,2023-07-17T18:24:43.093Z,296,2
2,6,2023-07-17T18:24:53.093Z,296,1
11,7,2023-07-17T18:24:53.093Z,100,8
14,4,2023-07-17T18:24:53.093Z,224,3
11,7,2023-07-17T18:23:33.093Z,296,8
11,7,2023-07-17T18:23:43.093Z,748,8
1,33,2023-07-17T18:24:03.093Z,485,7
9,8,2023-07-17T18:24:03.093Z,672,13
12,7,2023-07-17T18:24:03.093Z,851,8
20,35,2023-07-17T18:24:03.093Z,245,4
1,0,2023-07-17T18:24:13.093Z,108,7
8,5,2023-07-17T18:24:13.093Z,672,2
15,13,2023-07-17T18:24:13.093Z,857,3
19,18,2023-07-17T18:24:13.093Z,308,7
23,15,2023-07-17T18:24:13.093Z,964,14
3,9,2023-07-17T18:24:23.093Z,224,2
1,0,2023-07-17T18:24:43.093Z,206,7
10,2,2023-07-17T18:24:53.093Z,390,2
15,4,2023-07-17T18:24:53.093Z,964,3
18,12,2023-07-17T18:23:23.093Z,260,3
12,12,2023-07-17T18:23:43.093Z,851,8
2,1,2023-07-17T18:23:53.093Z,214,1
15,4,2023-07-17T18:24:03.093Z,100,3
28,29,2023-07-17T18:24:03.093Z,892,10
33,28,2023-07-17T18:24:03.093Z,298,6
17,23,2023-07-17T18:24:13.093Z,343,9
7,3,2023-07-17T18:24:23.093Z,296,1
27,34,2023-07-17T18:24:33.093Z,441,5
12,7,2023-07-17T18:24:43.093Z,423,8
13,14,2023-07-17T18:24:53.093Z,857,13
3,5,2023-07-17T18:24:03.093Z,15,2
1,33,2023-07-17T18:24:23.093Z,420,7
20,35,2023-07-17T18:24:23.093Z,228,4
4,11,2023-07-17T18:24:43.093Z,100,2
7,6,2023-07-17T18:24:53.093Z,851,1
15,4,2023-07-17T18:23:53.093Z,67,3
17,22,2023-07-17T18:24:03.093Z,737,9
19,33,2023-07-17T18:24:03.093Z,921,7
7,1,2023-07-17T18:24:13.093Z,447,1
9,14,2023-07-17T18:24:33.093Z,224,13
7,1,2023-07-17T18:24:43.093Z,748,1
34,33,2023-07-17T18:24:53.093Z,823,7
10,9,2023-07-17T18:25:13.093Z,296,2
7,6,2023-07-17T18:25:43.093Z,845,1
7,1,2023-07-17T18:26:03.093Z,390,1
2,6,2023-07-17T18:25:03.093Z,390,1
9,14,2023-07-17T18:25:03.093Z,278,13
9,8,2023-07-17T18:25:23.093Z,108,13
0,6,2023-07-17T18:25:53.093Z,717,1
1,1,2023-07-17T18:26:13.093Z,471,7
3,9,2023-07-17T18:25:13.093Z,108,2
7,6,2023-07-17T18:25:33.093Z,100,1
34,34,2023-07-17T18:25:53.093Z,464,7
9,14,2023-07-17T18:26:23.093Z,100,13
7,1,2023-07-17T18:25:03.093Z,816,1
7,1,2023-07-17T18:25:23.093Z,423,1
15,17,2023-07-17T18:25:43.093Z,343,3
34,18,2023-07-17T18:26:03.093Z,505,7
6,10,2023-07-17T18:25:03.093Z,296,8
6,7,2023-07-17T18:25:23.093Z,206,8
14,13,2023-07-17T18:25:43.093Z,278,3
13,8,2023-07-17T18:26:03.093Z,278,13
4,5,2023-07-17T18:26:33.093Z,67,2
10,5,2023-07-17T18:26:33.093Z,845,2
1,0,2023-07-17T18:25:13.093Z,717,7
6,7,2023-07-17T18:25:33.093Z,390,8
7,3,2023-07-17T18:25:53.093Z,206,1
8,5,2023-07-17T18:26:13.093Z,278,2
17,22,2023-07-17T18:25:03.093Z,923,9
10,5,2023-07-17T18:25:23.093Z,851,2
6,10,2023-07-17T18:25:53.093Z,100,8
6,10,2023-07-17T18:26:13.093Z,717,8
1,18,2023-07-17T18:26:43.093Z,690,7
10,9,2023-07-17T18:26:13.093Z,100,2
10,5,2023-07-17T18:26:43.093Z,717,2
7,1,2023-07-17T18:25:13.093Z,260,1
14,19,2023-07-17T18:25:33.093Z,857,3
6,10,2023-07-17T18:26:03.093Z,845,8
4,5,2023-07-17T18:26:23.093Z,964,2
6,10,2023-07-17T18:25:13.093Z,851,8
8,5,2023-07-17T18:25:33.093Z,108,2
4,5,2023-07-17T18:26:03.093Z,224,2
1,0,2023-07-17T18:26:23.093Z,813,7
5,20,2023-07-17T19:06:43.093Z,304,3
8,11,2023-07-17T19:06:43.093Z,311,2
1,33,2023-07-17T19:06:43.093Z,141,7
7,6,2023-07-17T19:06:43.093Z,877,1
12,7,2023-07-17T19:06:43.093Z,543,8
13,8,2023-07-17T19:06:43.093Z,322,13
14,4,2023-07-17T19:06:43.093Z,27,3
18,13,2023-07-17T19:06:43.093Z,787,3
27,34,2023-07-17T19:06:43.093Z,474,5
33,25,2023-07-17T19:06:43.093Z,53,6
34,33,2023-07-17T19:06:43.093Z,293,7
1,18,2023-07-17T19:06:53.093Z,778,7
5,20,2023-07-17T19:06:53.093Z,686,3
7,6,2023-07-17T19:06:53.093Z,658,1
11,7,2023-07-17T19:06:53.093Z,311,8
13,14,2023-07-17T19:06:53.093Z,568,13
14,20,2023-07-17T19:06:53.093Z,529,3
18,4,2023-07-17T19:06:53.093Z,853,3
26,27,2023-07-17T19:06:53.093Z,443,11
35,29,2023-07-17T19:06:53.093Z,435,10
7,1,2023-07-17T19:07:03.093Z,962,1
12,7,2023-07-17T19:07:03.093Z,544,8
13,14,2023-07-17T19:07:03.093Z,787,13
27,34,2023-07-17T19:07:03.093Z,117,5
28,29,2023-07-17T19:07:03.093Z,23,10
9,14,2023-07-17T19:06:43.093Z,825,13
15,20,2023-07-17T19:06:43.093Z,216,3
22,34,2023-07-17T19:06:43.093Z,902,6
32,25,2023-07-17T19:06:43.093Z,989,6
6,10,2023-07-17T19:06:53.093Z,917,8
8,9,2023-07-17T19:06:53.093Z,322,2
12,10,2023-07-17T19:06:53.093Z,767,8
27,31,2023-07-17T19:06:53.093Z,559,5
28,29,2023-07-17T19:06:53.093Z,487,10
29,27,2023-07-17T19:06:53.093Z,733,11
31,31,2023-07-17T19:06:53.093Z,715,12
33,21,2023-07-17T19:06:53.093Z,195,6
34,18,2023-07-17T19:06:53.093Z,780,7
4,2,2023-07-17T19:07:03.093Z,485,2
9,14,2023-07-17T19:07:03.093Z,322,13
14,17,2023-07-17T19:07:03.093Z,40,3
31,32,2023-07-17T19:07:03.093Z,495,12
5,17,2023-07-17T19:07:13.093Z,491,3
6,10,2023-07-17T19:07:13.093Z,658,8
9,14,2023-07-17T19:07:13.093Z,586,13
33,25,2023-07-17T19:07:03.093Z,638,6
34,33,2023-07-17T19:07:03.093Z,61,7
4,2,2023-07-17T19:07:13.093Z,27,2
7,3,2023-07-17T19:07:13.093Z,402,1
10,5,2023-07-17T19:07:13.093Z,498,2
14,4,2023-07-17T19:07:13.093Z,538,3
18,13,2023-07-17T19:07:13.093Z,297,3
20,26,2023-07-17T19:07:13.093Z,857,4
25,15,2023-07-17T19:07:13.093Z,989,14
26,27,2023-07-17T19:07:13.093Z,193,11
27,31,2023-07-17T19:07:13.093Z,551,5
28,29,2023-07-17T19:07:13.093Z,121,10
32,21,2023-07-17T19:07:13.093Z,351,6
34,33,2023-07-17T19:07:13.093Z,850,7
5,4,2023-07-17T19:07:23.093Z,597,3
6,7,2023-07-17T18:28:43.093Z,735,8
6,7,2023-07-17T18:28:53.093Z,813,8
34,34,2023-07-17T18:28:53.093Z,679,7
8,9,2023-07-17T18:29:03.093Z,662,2
3,9,2023-07-17T18:29:23.093Z,378,2
1,1,2023-07-17T18:28:33.093Z,667,7
0,3,2023-07-17T18:28:43.093Z,785,1
13,8,2023-07-17T18:28:53.093Z,662,13
6,10,2023-07-17T18:29:03.093Z,657,8
1,1,2023-07-17T18:29:23.093Z,855,7
9,14,2023-07-17T18:29:23.093Z,296,13
7,1,2023-07-17T18:29:33.093Z,813,1
34,33,2023-07-17T18:29:53.093Z,190,7
13,14,2023-07-17T18:28:33.093Z,597,13
19,33,2023-07-17T18:28:43.093Z,844,7
27,34,2023-07-17T18:28:53.093Z,301,5
3,5,2023-07-17T18:29:03.093Z,785,2
34,33,2023-07-17T18:29:13.093Z,151,7
32,34,2023-07-17T18:29:33.093Z,971,6
9,14,2023-07-17T18:29:53.093Z,662,13
1,1,2023-07-17T18:30:03.093Z,55,7
3,11,2023-07-17T18:29:33.093Z,735,2
11,10,2023-07-17T18:29:43.093Z,735,8
32,25,2023-07-17T18:29:53.093Z,9,6
1,0,2023-07-17T18:30:13.093Z,631,7
25,15,2023-07-17T18:30:13.093Z,9,14
1,33,2023-07-17T18:30:33.093Z,6,7
10,5,2023-07-17T18:30:43.093Z,735,2
7,3,2023-07-17T18:30:53.093Z,631,1
34,18,2023-07-17T18:30:53.093Z,856,7
19,18,2023-07-17T18:31:03.093Z,296,7
8,5,2023-07-17T18:31:13.093Z,378,2
18,13,2023-07-17T18:31:23.093Z,355,3
8,11,2023-07-17T18:31:43.093Z,631,2
14,19,2023-07-17T18:30:13.093Z,597,3
14,19,2023-07-17T18:30:23.093Z,296,3
0,6,2023-07-17T18:30:43.093Z,528,1
1,33,2023-07-17T18:30:53.093Z,253,7
19,19,2023-07-17T18:30:53.093Z,296,7
6,7,2023-07-17T18:31:03.093Z,528,8
1,0,2023-07-17T18:31:13.093Z,59,7
34,33,2023-07-17T18:31:13.093Z,312,7
9,8,2023-07-17T18:31:33.093Z,631,13
9,8,2023-07-17T18:30:03.093Z,378,13
1,0,2023-07-17T18:30:23.093Z,528,7
0,6,2023-07-17T18:30:33.093Z,631,1
6,7,2023-07-17T18:30:43.093Z,631,8
6,6,2023-07-17T18:30:53.093Z,528,8
21,16,2023-07-17T18:30:53.093Z,140,9
18,4,2023-07-17T18:31:03.093Z,979,3
14,20,2023-07-17T18:30:33.093Z,662,3
34,34,2023-07-17T18:30:43.093Z,601,7
18,20,2023-07-17T18:30:53.093Z,150,3
3,9,2023-07-17T18:31:03.093Z,631,2
34,34,2023-07-17T18:31:03.093Z,182,7
7,1,2023-07-17T18:31:13.093Z,528,1
18,13,2023-07-17T18:31:13.093Z,541,3
16,12,2023-07-17T18:31:23.093Z,140,3
0,6,2023-07-17T18:31:33.093Z,59,1
1,18,2023-07-17T18:31:33.093Z,739,7
18,17,2023-07-17T18:31:33.093Z,308,3
12,7,2023-07-17T18:31:43.093Z,140,8
18,12,2023-07-17T18:31:43.093Z,906,3
6,10,2023-07-17T18:31:53.093Z,59,8
11,10,2023-07-17T18:31:53.093Z,631,8
13,14,2023-07-17T18:31:53.093Z,541,13
18,20,2023-07-17T18:31:53.093Z,127,3
23,15,2023-07-17T18:31:53.093Z,448,14
34,34,2023-07-17T18:31:53.093Z,629,7
1,0,2023-07-17T18:32:03.093Z,908,7
10,5,2023-07-17T18:32:03.093Z,59,2
13,14,2023-07-17T18:32:03.093Z,355,13
18,17,2023-07-17T18:32:03.093Z,505,3
1,18,2023-07-17T18:32:13.093Z,369,7
14,20,2023-07-17T18:32:13.093Z,541,3
15,4,2023-07-17T18:32:13.093Z,9,3
19,33,2023-07-17T18:32:13.093Z,597,7
34,34,2023-07-17T18:32:13.093Z,96,7
1,18,2023-07-17T18:32:23.093Z,116,7
