enter,exit,date,id,location
15,4,2023-08-27T18:19:33.093Z,938,3
22,21,2023-08-27T18:19:33.093Z,578,6
31,32,2023-08-27T18:19:33.093Z,576,12
15,4,2023-08-27T18:19:43.093Z,328,3
24,35,2023-08-27T18:19:43.093Z,838,4
28,29,2023-08-27T18:19:43.093Z,696,10
35,29,2023-08-27T18:19:43.093Z,264,10
5,12,2023-08-27T18:19:53.093Z,364,3
7,3,2023-08-27T18:19:53.093Z,298,1
17,16,2023-08-27T18:19:53.093Z,228,9
22,25,2023-08-27T18:19:53.093Z,683,6
33,21,2023-08-27T18:19:53.093Z,152,6
3,2,2023-08-27T18:20:03.093Z,298,2
14,12,2023-08-27T18:20:03.093Z,583,3
17,22,2023-08-27T18:20:03.093Z,913,9
26,27,2023-08-27T18:20:03.093Z,141,11
33,21,2023-08-27T18:20:03.093Z,642,6
8,9,2023-08-27T18:18:33.093Z,875,2
16,12,2023-08-27T18:18:33.093Z,484,3
25,15,2023-08-27T18:18:33.093Z,31,14
1,18,2023-08-27T18:18:43.093Z,364,7
14,20,2023-08-27T18:18:43.093Z,225,3
18,13,2023-08-27T18:18:43.093Z,873,3
22,25,2023-08-27T18:18:43.093Z,838,6
26,27,2023-08-27T18:18:43.093Z,817,11
32,21,2023-08-27T18:18:43.093Z,776,6
8,5,2023-08-27T18:18:53.093Z,302,2
13,14,2023-08-27T18:18:53.093Z,24,13
18,4,2023-08-27T18:18:53.093Z,954,3
1,0,2023-08-27T18:19:03.093Z,380,7
20,35,2023-08-27T18:19:03.093Z,837,4
1,0,2023-08-27T18:19:13.093Z,690,7
15,19,2023-08-27T18:19:13.093Z,564,3
18,4,2023-08-27T18:19:13.093Z,364,3
25,24,2023-08-27T18:19:13.093Z,400,14
31,32,2023-08-27T18:19:13.093Z,266,12
7,6,2023-08-27T18:19:43.093Z,7,1
20,35,2023-08-27T18:19:43.093Z,127,4
26,27,2023-08-27T18:19:43.093Z,418,11
32,21,2023-08-27T18:19:43.093Z,939,6
4,2,2023-08-27T18:19:53.093Z,938,2
6,7,2023-08-27T18:19:53.093Z,241,8
13,8,2023-08-27T18:19:53.093Z,64,13
20,26,2023-08-27T18:19:53.093Z,596,4
25,15,2023-08-27T18:19:53.093Z,324,14
1,0,2023-08-27T18:20:03.093Z,500,7
8,9,2023-08-27T18:20:03.093Z,64,2
16,19,2023-08-27T18:20:03.093Z,274,3
22,34,2023-08-27T18:20:03.093Z,791,6
27,34,2023-08-27T18:20:03.093Z,375,5
5,13,2023-08-27T18:18:33.093Z,64,3
14,13,2023-08-27T18:18:33.093Z,441,3
20,35,2023-08-27T18:18:33.093Z,264,4
32,34,2023-08-27T18:18:33.093Z,670,6
5,17,2023-08-27T18:18:43.093Z,332,3
16,20,2023-08-27T18:18:43.093Z,48,3
19,33,2023-08-27T18:18:43.093Z,958,7
24,35,2023-08-27T18:18:43.093Z,112,4
27,31,2023-08-27T18:18:43.093Z,266,5
33,28,2023-08-27T18:18:43.093Z,438,6
11,7,2023-08-27T18:18:53.093Z,748,8
14,17,2023-08-27T18:18:53.093Z,228,3
26,27,2023-08-27T18:18:53.093Z,87,11
12,7,2023-08-27T18:19:03.093Z,135,8
27,31,2023-08-27T18:19:03.093Z,576,5
5,13,2023-08-27T18:19:13.093Z,329,3
17,22,2023-08-27T18:19:13.093Z,332,9
24,35,2023-08-27T18:19:13.093Z,454,4
27,34,2023-08-27T18:19:13.093Z,784,5
4,5,2023-08-27T18:19:23.093Z,364,2
24,26,2023-08-27T18:19:23.093Z,400,4
35,29,2023-08-27T18:19:23.093Z,712,10
16,13,2023-08-27T18:19:33.093Z,67,3
26,27,2023-08-27T18:19:33.093Z,411,11
32,34,2023-08-27T18:19:33.093Z,311,6
5,19,2023-08-27T18:19:43.093Z,390,3
9,8,2023-08-27T18:19:43.093Z,501,13
14,19,2023-08-27T18:19:43.093Z,167,3
19,33,2023-08-27T18:19:43.093Z,496,7
25,24,2023-08-27T18:19:43.093Z,359,14
1,18,2023-08-27T18:19:53.093Z,592,7
11,7,2023-08-27T18:19:53.093Z,570,8
14,19,2023-08-27T18:19:53.093Z,909,3
26,27,2023-08-27T18:19:53.093Z,95,11
0,3,2023-08-27T18:20:03.093Z,380,1
12,12,2023-08-27T18:20:03.093Z,426,8
15,19,2023-08-27T18:20:03.093Z,923,3
32,25,2023-08-27T18:20:03.093Z,143,6
35,29,2023-08-27T18:19:13.093Z,318,10
16,12,2023-08-27T18:19:23.093Z,413,3
31,32,2023-08-27T18:19:23.093Z,804,12
5,20,2023-08-27T18:19:33.093Z,302,3
24,35,2023-08-27T18:19:33.093Z,356,4
27,34,2023-08-27T18:19:33.093Z,465,5
33,28,2023-08-27T18:19:33.093Z,696,6
6,7,2023-08-27T18:19:43.093Z,56,8
12,7,2023-08-27T18:19:43.093Z,895,8
16,12,2023-08-27T18:19:43.093Z,50,3
22,34,2023-08-27T18:19:43.093Z,100,6
31,32,2023-08-27T18:19:43.093Z,605,12
