enter,exit,date,id,location
28,30,2023-07-23T02:01:43.093Z,951,10
20,35,2023-07-23T02:02:03.093Z,389,4
22,21,2023-07-23T02:02:13.093Z,479,6
13,14,2023-07-23T02:02:33.093Z,77,13
9,14,2023-07-23T02:01:03.093Z,389,13
29,27,2023-07-23T02:01:23.093Z,874,11
1,0,2023-07-23T02:01:43.093Z,657,7
3,5,2023-07-23T02:01:53.093Z,77,2
33,21,2023-07-23T02:02:03.093Z,990,6
32,34,2023-07-23T02:02:13.093Z,951,6
21,16,2023-07-23T02:02:33.093Z,990,9
10,2,2023-07-23T02:01:03.093Z,77,2
10,11,2023-07-23T02:01:33.093Z,212,2
2,3,2023-07-23T02:01:43.093Z,77,1
11,7,2023-07-23T02:01:53.093Z,212,8
34,0,2023-07-23T02:02:03.093Z,424,7
22,21,2023-07-23T02:02:23.093Z,758,6
35,30,2023-07-23T02:02:33.093Z,389,10
35,29,2023-07-23T02:01:13.093Z,874,10
14,20,2023-07-23T02:01:33.093Z,389,3
17,22,2023-07-23T02:01:43.093Z,758,9
30,32,2023-07-23T02:01:53.093Z,951,12
5,13,2023-07-23T02:02:13.093Z,77,3
0,6,2023-07-23T02:02:33.093Z,657,1
30,32,2023-07-23T02:02:43.093Z,389,12
6,10,2023-07-23T02:03:13.093Z,657,8
17,16,2023-07-23T02:03:23.093Z,77,9
5,12,2023-07-23T02:03:43.093Z,471,3
22,28,2023-07-23T02:03:53.093Z,389,6
14,17,2023-07-23T02:02:53.093Z,77,3
16,20,2023-07-23T02:03:13.093Z,990,3
21,16,2023-07-23T02:03:23.093Z,758,9
9,14,2023-07-23T02:03:53.093Z,113,13
14,4,2023-07-23T02:04:13.093Z,113,3
0,3,2023-07-23T02:03:03.093Z,424,1
21,16,2023-07-23T02:03:13.093Z,479,9
34,33,2023-07-23T02:03:23.093Z,719,7
10,5,2023-07-23T02:03:53.093Z,657,2
20,35,2023-07-23T02:04:13.093Z,990,4
32,21,2023-07-23T02:03:03.093Z,389,6
8,5,2023-07-23T02:03:23.093Z,471,2
21,22,2023-07-23T02:03:33.093Z,389,9
16,13,2023-07-23T02:03:53.093Z,479,3
33,28,2023-07-23T02:04:13.093Z,719,6
29,27,2023-07-23T02:04:43.093Z,990,11
12,7,2023-07-23T02:05:13.093Z,188,8
7,1,2023-07-23T02:05:43.093Z,188,1
31,32,2023-07-23T02:05:53.093Z,990,12
12,7,2023-07-23T02:05:03.093Z,803,8
27,31,2023-07-23T02:05:13.093Z,990,5
12,7,2023-07-23T02:05:43.093Z,280,8
4,5,2023-07-23T02:04:23.093Z,113,2
13,14,2023-07-23T02:05:03.093Z,479,13
5,4,2023-07-23T02:05:23.093Z,657,3
12,7,2023-07-23T02:05:53.093Z,358,8
35,29,2023-07-23T02:04:33.093Z,990,10
7,1,2023-07-23T02:05:13.093Z,803,1
5,13,2023-07-23T02:05:33.093Z,113,3
14,4,2023-07-23T02:05:53.093Z,479,3
13,8,2023-07-23T02:06:03.093Z,113,13
32,28,2023-07-23T02:06:03.093Z,990,6
7,1,2023-07-23T02:06:13.093Z,280,1
8,2,2023-07-23T02:06:13.093Z,113,2
12,7,2023-07-23T02:06:13.093Z,159,8
28,30,2023-07-23T02:06:13.093Z,990,10
7,1,2023-07-23T02:06:23.093Z,358,1
12,7,2023-07-23T02:06:23.093Z,471,8
4,2,2023-07-23T02:06:33.093Z,657,2
7,6,2023-07-23T02:06:33.093Z,159,1
2,1,2023-07-23T02:06:43.093Z,113,1
7,3,2023-07-23T02:06:43.093Z,471,1
4,2,2023-07-23T02:06:53.093Z,479,2
6,10,2023-07-23T02:06:53.093Z,159,8
3,9,2023-07-23T02:07:03.093Z,471,2
10,9,2023-07-23T02:07:03.093Z,159,2
34,33,2023-07-23T02:07:13.093Z,451,7
9,14,2023-07-23T02:07:23.093Z,471,13
34,33,2023-07-23T02:07:23.093Z,6,7
9,8,2023-07-23T02:07:33.093Z,159,13
33,28,2023-07-23T02:07:33.093Z,451,6
14,19,2023-07-23T02:07:43.093Z,471,3
28,29,2023-07-23T02:07:43.093Z,451,10
1,18,2023-07-23T02:07:53.093Z,679,7
8,2,2023-07-23T02:08:03.093Z,159,2
18,12,2023-07-23T02:08:13.093Z,679,3
33,28,2023-07-23T02:08:53.093Z,6,6
28,30,2023-07-23T02:09:03.093Z,6,10
12,7,2023-07-23T02:09:13.093Z,679,8
30,32,2023-07-23T02:09:13.093Z,6,12
7,6,2023-07-23T02:09:53.093Z,679,1
34,33,2023-07-23T02:10:43.093Z,750,7
6,10,2023-07-23T02:10:13.093Z,679,8
34,33,2023-07-23T02:10:53.093Z,416,7
21,23,2023-07-23T02:10:13.093Z,6,9
32,21,2023-07-23T02:09:43.093Z,6,6
23,15,2023-07-23T02:10:23.093Z,6,14
32,25,2023-07-23T02:12:13.093Z,780,6
28,30,2023-07-23T02:12:23.093Z,750,10
23,24,2023-07-23T02:12:33.093Z,416,14
33,21,2023-07-23T02:12:13.093Z,416,6
32,34,2023-07-23T02:12:23.093Z,641,6
15,17,2023-07-23T02:11:33.093Z,6,3
21,23,2023-07-23T02:12:23.093Z,416,9
34,33,2023-07-23T02:12:23.093Z,427,7
33,28,2023-07-23T02:12:03.093Z,750,6
24,35,2023-07-23T02:12:23.093Z,674,4
35,30,2023-07-23T02:12:23.093Z,668,10
33,28,2023-07-23T02:13:13.093Z,427,6
30,32,2023-07-23T02:13:23.093Z,674,12
30,32,2023-07-23T02:13:33.093Z,427,12
12,10,2023-07-23T02:14:13.093Z,100,8
35,30,2023-07-23T02:13:13.093Z,674,10
32,34,2023-07-23T02:13:23.093Z,668,6
27,34,2023-07-23T02:13:43.093Z,587,5
24,35,2023-07-23T02:12:43.093Z,587,4
25,15,2023-07-23T02:13:23.093Z,780,14
35,29,2023-07-23T02:13:23.093Z,587,10
32,25,2023-07-23T02:13:43.093Z,674,6
30,32,2023-07-23T02:13:13.093Z,668,12
28,30,2023-07-23T02:13:23.093Z,427,10
29,27,2023-07-23T02:13:33.093Z,587,11
1,18,2023-07-23T02:14:13.093Z,336,7
13,14,2023-07-23T02:17:33.093Z,674,13
14,4,2023-07-23T02:18:23.093Z,674,3
4,5,2023-07-23T02:19:03.093Z,674,2
5,17,2023-07-23T02:19:53.093Z,674,3
17,16,2023-07-23T02:20:53.093Z,674,9
34,33,2023-07-23T02:21:33.093Z,801,7
26,27,2023-07-23T02:21:53.093Z,416,11
5,19,2023-07-23T02:22:13.093Z,272,3
30,32,2023-07-23T02:21:23.093Z,990,12
4,5,2023-07-23T02:21:53.093Z,272,2
25,15,2023-07-23T02:22:03.093Z,990,14
19,0,2023-07-23T02:21:23.093Z,721,7
32,25,2023-07-23T02:21:43.093Z,990,6
16,20,2023-07-23T02:22:03.093Z,674,3
10,5,2023-07-23T02:21:23.093Z,381,2
24,26,2023-07-23T02:21:43.093Z,416,4
5,17,2023-07-23T02:22:03.093Z,381,3
27,34,2023-07-23T02:22:23.093Z,416,5
0,6,2023-07-23T02:22:43.093Z,721,1
8,11,2023-07-23T02:22:53.093Z,929,2
26,27,2023-07-23T02:22:53.093Z,166,11
20,26,2023-07-23T02:23:13.093Z,674,4
32,34,2023-07-23T02:23:23.093Z,445,6
17,16,2023-07-23T02:22:33.093Z,381,9
16,19,2023-07-23T02:22:53.093Z,381,3
15,20,2023-07-23T02:23:13.093Z,990,3
24,26,2023-07-23T02:23:23.093Z,801,4
20,35,2023-07-23T02:23:43.093Z,990,4
32,34,2023-07-23T02:23:53.093Z,166,6
31,32,2023-07-23T02:23:03.093Z,445,12
27,31,2023-07-23T02:23:13.093Z,166,5
31,32,2023-07-23T02:23:43.093Z,166,12
33,25,2023-07-23T02:22:43.093Z,801,6
11,7,2023-07-23T02:23:03.093Z,929,8
25,24,2023-07-23T02:23:13.093Z,801,14
7,1,2023-07-23T02:23:33.093Z,929,1
26,27,2023-07-23T02:23:53.093Z,674,11
26,27,2023-07-23T02:24:03.093Z,801,11
1,0,2023-07-23T02:24:43.093Z,222,7
34,18,2023-07-23T02:24:43.093Z,204,7
35,29,2023-07-23T02:24:43.093Z,990,10
1,18,2023-07-23T02:24:53.093Z,578,7
18,20,2023-07-23T02:25:03.093Z,204,3
29,27,2023-07-23T02:25:03.093Z,990,11
18,12,2023-07-23T02:25:13.093Z,578,3
27,34,2023-07-23T02:25:13.093Z,674,5
0,6,2023-07-23T02:25:23.093Z,222,1
20,35,2023-07-23T02:25:23.093Z,204,4
27,31,2023-07-23T02:25:23.093Z,801,5
31,32,2023-07-23T02:25:33.093Z,801,12
6,10,2023-07-23T02:25:43.093Z,222,8
27,34,2023-07-23T02:25:53.093Z,990,5
10,9,2023-07-23T02:26:03.093Z,222,2
32,28,2023-07-23T02:26:03.093Z,801,6
28,30,2023-07-23T02:26:13.093Z,801,10
9,14,2023-07-23T02:26:33.093Z,222,13
2,6,2023-07-23T02:26:43.093Z,479,1
2,1,2023-07-23T02:26:53.093Z,159,1
3,2,2023-07-23T02:26:53.093Z,206,2
10,5,2023-07-23T02:26:53.093Z,679,2
3,9,2023-07-23T02:27:03.093Z,211,2
6,7,2023-07-23T02:27:03.093Z,479,8
14,13,2023-07-23T02:27:03.093Z,222,3
9,14,2023-07-23T02:27:13.093Z,211,13
5,20,2023-07-23T02:27:23.093Z,679,3
13,8,2023-07-23T02:27:23.093Z,222,13
2,1,2023-07-23T02:27:33.093Z,100,1
7,1,2023-07-23T02:27:33.093Z,479,1
8,11,2023-07-23T02:27:33.093Z,222,2
20,35,2023-07-23T02:27:53.093Z,679,4
2,1,2023-07-23T02:28:13.093Z,206,1
35,30,2023-07-23T02:28:13.093Z,679,10
30,32,2023-07-23T02:28:23.093Z,679,12
14,17,2023-07-23T02:28:33.093Z,211,3
32,34,2023-07-23T02:28:33.093Z,679,6
17,22,2023-07-23T02:29:03.093Z,211,9
22,25,2023-07-23T02:29:43.093Z,211,6
7,1,2023-07-23T02:30:03.093Z,15,1
25,15,2023-07-23T02:30:03.093Z,211,14
34,33,2023-07-23T02:30:03.093Z,391,7
34,18,2023-07-23T02:30:13.093Z,322,7
18,20,2023-07-23T02:30:33.093Z,322,3
33,28,2023-07-23T02:30:33.093Z,391,6
15,20,2023-07-23T02:30:43.093Z,211,3
28,29,2023-07-23T02:30:43.093Z,391,10
34,18,2023-07-23T02:30:53.093Z,49,7
32,25,2023-07-23T02:31:23.093Z,352,6
25,15,2023-07-23T02:32:13.093Z,352,14
18,17,2023-07-23T02:31:13.093Z,49,3
25,15,2023-07-23T02:31:43.093Z,427,14
