enter,exit,date,id,location
1,0,2023-09-05T01:28:53.093Z,432,7
31,32,2023-09-05T01:28:53.093Z,991,12
16,19,2023-09-05T01:25:03.093Z,451,3
34,18,2023-09-05T01:24:53.093Z,410,7
34,33,2023-09-05T01:25:03.093Z,416,7
28,30,2023-09-05T01:23:33.093Z,787,10
8,5,2023-09-05T01:23:43.093Z,419,2
32,34,2023-09-05T01:23:53.093Z,787,6
16,12,2023-09-05T01:24:03.093Z,427,3
4,9,2023-09-05T01:24:23.093Z,981,2
26,27,2023-09-05T01:24:23.093Z,393,11
17,16,2023-09-05T01:24:33.093Z,451,9
4,5,2023-09-05T01:24:53.093Z,790,2
31,32,2023-09-05T01:25:13.093Z,393,12
34,33,2023-09-05T01:25:13.093Z,974,7
13,14,2023-09-05T01:25:23.093Z,410,13
32,28,2023-09-05T01:25:23.093Z,393,6
34,18,2023-09-05T01:25:23.093Z,431,7
12,7,2023-09-05T01:25:33.093Z,427,8
33,21,2023-09-05T01:25:33.093Z,416,6
33,21,2023-09-05T01:25:43.093Z,974,6
11,7,2023-09-05T01:25:53.093Z,168,8
14,20,2023-09-05T01:25:53.093Z,410,3
22,28,2023-09-05T01:25:53.093Z,133,6
12,10,2023-09-05T01:26:03.093Z,324,8
23,24,2023-09-05T01:26:03.093Z,416,14
34,33,2023-09-05T01:26:03.093Z,494,7
14,20,2023-09-05T01:26:13.093Z,431,3
23,15,2023-09-05T01:26:13.093Z,974,14
7,1,2023-09-05T01:26:23.093Z,427,1
5,20,2023-09-05T01:26:33.093Z,324,3
32,34,2023-09-05T01:26:33.093Z,464,6
33,28,2023-09-05T01:26:43.093Z,494,6
30,32,2023-09-05T01:26:23.093Z,464,12
20,26,2023-09-05T01:26:33.093Z,431,4
15,12,2023-09-05T01:25:23.093Z,324,3
5,20,2023-09-05T01:25:33.093Z,790,3
17,22,2023-09-05T01:25:33.093Z,133,9
18,13,2023-09-05T01:25:33.093Z,431,3
28,29,2023-09-05T01:25:33.093Z,393,10
12,7,2023-09-05T01:25:43.093Z,419,8
4,5,2023-09-05T01:25:53.093Z,979,2
