enter,exit,date,id,location
18,17,2023-09-07T17:23:03.093Z,730,3
20,35,2023-09-07T17:23:03.093Z,710,4
2,6,2023-09-07T17:23:13.093Z,486,1
5,17,2023-09-07T17:23:13.093Z,689,3
8,11,2023-09-07T17:23:13.093Z,185,2
9,8,2023-09-07T17:23:13.093Z,202,13
10,5,2023-09-07T17:23:13.093Z,120,2
14,12,2023-09-07T17:23:13.093Z,308,3
15,13,2023-09-07T17:23:13.093Z,200,3
34,18,2023-09-07T17:23:13.093Z,442,7
0,3,2023-09-07T17:23:23.093Z,366,1
4,11,2023-09-07T17:23:23.093Z,934,2
6,7,2023-09-07T17:23:23.093Z,486,8
10,9,2023-09-07T17:23:23.093Z,840,2
12,7,2023-09-07T17:23:23.093Z,318,8
17,16,2023-09-07T17:23:23.093Z,730,9
19,0,2023-09-07T17:23:23.093Z,48,7
34,33,2023-09-07T17:23:23.093Z,312,7
1,1,2023-09-07T17:23:33.093Z,355,7
5,12,2023-09-07T17:23:33.093Z,50,3
7,6,2023-09-07T17:23:33.093Z,937,1
9,14,2023-09-07T17:23:33.093Z,524,13
11,7,2023-09-07T17:23:33.093Z,934,8
15,12,2023-09-07T17:23:33.093Z,963,3
34,34,2023-09-07T17:23:33.093Z,253,7
1,18,2023-09-07T17:23:43.093Z,328,7
18,12,2023-09-07T17:22:53.093Z,32,3
34,33,2023-09-07T17:22:53.093Z,369,7
2,1,2023-09-07T17:23:03.093Z,146,1
4,2,2023-09-07T17:23:03.093Z,486,2
7,1,2023-09-07T17:23:03.093Z,196,1
10,5,2023-09-07T17:23:03.093Z,841,2
14,20,2023-09-07T17:23:03.093Z,492,3
17,22,2023-09-07T17:23:03.093Z,128,9
19,19,2023-09-07T17:23:03.093Z,851,7
1,0,2023-09-07T17:23:13.093Z,35,7
3,5,2023-09-07T17:23:13.093Z,900,2
7,3,2023-09-07T17:23:13.093Z,86,1
17,22,2023-09-07T17:23:13.093Z,724,9
18,4,2023-09-07T17:23:13.093Z,496,3
19,18,2023-09-07T17:23:13.093Z,851,7
22,21,2023-09-07T17:23:13.093Z,128,6
1,18,2023-09-07T17:23:23.093Z,475,7
5,4,2023-09-07T17:23:23.093Z,528,3
7,6,2023-09-07T17:23:23.093Z,124,1
11,7,2023-09-07T17:23:23.093Z,185,8
14,19,2023-09-07T17:23:23.093Z,744,3
18,4,2023-09-07T17:23:23.093Z,319,3
21,23,2023-09-07T17:23:23.093Z,128,9
0,3,2023-09-07T17:23:33.093Z,466,1
3,5,2023-09-07T17:23:33.093Z,965,2
6,10,2023-09-07T17:23:33.093Z,124,8
8,2,2023-09-07T17:23:33.093Z,202,2
10,2,2023-09-07T17:23:33.093Z,334,2
14,19,2023-09-07T17:23:33.093Z,862,3
23,15,2023-09-07T17:23:33.093Z,128,14
0,6,2023-09-07T17:23:43.093Z,35,1
2,3,2023-09-07T17:23:43.093Z,202,1
3,9,2023-09-07T17:23:43.093Z,86,2
5,20,2023-09-07T17:23:43.093Z,841,3
9,14,2023-09-07T17:23:43.093Z,157,13
12,7,2023-09-07T17:23:43.093Z,308,8
15,17,2023-09-07T17:23:43.093Z,872,3
4,2,2023-09-07T17:23:53.093Z,319,2
14,17,2023-09-07T17:23:53.093Z,538,3
7,6,2023-09-07T17:24:03.093Z,185,1
18,4,2023-09-07T17:24:03.093Z,335,3
5,17,2023-09-07T17:24:13.093Z,120,3
16,16,2023-09-07T17:24:13.093Z,730,3
34,33,2023-09-07T17:24:13.093Z,642,7
5,17,2023-09-07T17:24:23.093Z,965,3
9,8,2023-09-07T17:24:23.093Z,56,13
15,15,2023-09-07T17:24:23.093Z,128,3
18,13,2023-09-07T17:23:43.093Z,162,3
2,3,2023-09-07T17:23:53.093Z,334,1
5,17,2023-09-07T17:23:53.093Z,810,3
9,8,2023-09-07T17:23:53.093Z,840,13
13,13,2023-09-07T17:23:53.093Z,200,13
34,34,2023-09-07T17:23:53.093Z,260,7
6,10,2023-09-07T17:24:03.093Z,35,8
9,14,2023-09-07T17:24:03.093Z,86,13
13,14,2023-09-07T17:24:03.093Z,162,13
1,0,2023-09-07T17:24:13.093Z,619,7
