enter,exit,date,id,location
21,22,2023-06-24T13:06:23.093Z,517,9
5,17,2023-06-24T13:06:33.093Z,660,3
14,17,2023-06-24T13:06:33.093Z,672,3
33,28,2023-06-24T13:06:33.093Z,484,6
16,13,2023-06-24T13:06:43.093Z,864,3
26,27,2023-06-24T13:06:43.093Z,71,11
32,28,2023-06-24T13:06:43.093Z,183,6
9,14,2023-06-24T13:06:53.093Z,458,13
18,17,2023-06-24T13:06:53.093Z,291,3
28,29,2023-06-24T13:06:53.093Z,484,10
13,14,2023-06-24T13:07:03.093Z,864,13
32,21,2023-06-24T13:07:03.093Z,223,6
9,8,2023-06-24T13:07:13.093Z,2,13
18,20,2023-06-24T13:07:13.093Z,757,3
27,31,2023-06-24T13:07:13.093Z,349,5
32,34,2023-06-24T13:07:13.093Z,286,6
7,1,2023-06-24T13:07:23.093Z,92,1
19,33,2023-06-24T13:07:23.093Z,363,7
28,29,2023-06-24T13:07:23.093Z,97,10
7,1,2023-06-24T13:07:33.093Z,940,1
21,16,2023-06-24T13:07:33.093Z,998,9
7,1,2023-06-24T13:07:43.093Z,354,1
22,34,2023-06-24T13:07:43.093Z,422,6
6,7,2023-06-24T13:06:23.093Z,334,8
14,4,2023-06-24T13:06:23.093Z,122,3
24,26,2023-06-24T13:06:23.093Z,71,4
7,1,2023-06-24T13:06:33.093Z,64,1
21,22,2023-06-24T13:06:33.093Z,843,9
10,9,2023-06-24T13:06:43.093Z,364,2
19,18,2023-06-24T13:06:43.093Z,757,7
30,32,2023-06-24T13:06:43.093Z,851,12
34,18,2023-06-24T13:06:43.093Z,301,7
14,19,2023-06-24T13:06:53.093Z,533,3
22,34,2023-06-24T13:06:53.093Z,40,6
4,5,2023-06-24T13:07:03.093Z,122,2
22,25,2023-06-24T13:07:03.093Z,769,6
5,20,2023-06-24T13:07:13.093Z,122,3
15,12,2023-06-24T13:07:13.093Z,691,3
22,21,2023-06-24T13:07:13.093Z,998,6
29,27,2023-06-24T13:07:13.093Z,484,11
4,11,2023-06-24T13:07:23.093Z,177,2
10,5,2023-06-24T13:07:23.093Z,664,2
25,15,2023-06-24T13:07:23.093Z,350,14
31,32,2023-06-24T13:07:23.093Z,20,12
13,14,2023-06-24T13:07:33.093Z,14,13
3,5,2023-06-24T13:07:43.093Z,887,2
14,19,2023-06-24T13:07:43.093Z,459,3
25,24,2023-06-24T13:07:43.093Z,21,14
31,32,2023-06-24T13:07:43.093Z,160,12
33,21,2023-06-24T13:07:43.093Z,799,6
7,1,2023-06-24T13:07:53.093Z,691,1
14,17,2023-06-24T13:07:53.093Z,458,3
16,19,2023-06-24T13:07:53.093Z,660,3
27,31,2023-06-24T13:07:53.093Z,549,5
32,21,2023-06-24T13:07:53.093Z,57,6
1,18,2023-06-24T13:06:23.093Z,291,7
5,12,2023-06-24T13:06:23.093Z,940,3
8,2,2023-06-24T13:06:23.093Z,313,2
13,14,2023-06-24T13:06:23.093Z,533,13
15,19,2023-06-24T13:06:23.093Z,273,3
22,34,2023-06-24T13:06:23.093Z,661,6
3,9,2023-06-24T13:06:33.093Z,321,2
6,7,2023-06-24T13:06:33.093Z,92,8
9,14,2023-06-24T13:06:33.093Z,177,13
18,12,2023-06-24T13:06:33.093Z,502,3
32,21,2023-06-24T13:06:33.093Z,417,6
9,14,2023-06-24T13:06:43.093Z,459,13
14,12,2023-06-24T13:06:43.093Z,878,3
18,17,2023-06-24T13:06:43.093Z,264,3
25,15,2023-06-24T13:06:43.093Z,238,14
27,31,2023-06-24T13:06:43.093Z,397,5
31,32,2023-06-24T13:06:43.093Z,514,12
33,28,2023-06-24T13:06:43.093Z,97,6
7,3,2023-06-24T13:06:53.093Z,976,1
12,7,2023-06-24T13:06:53.093Z,940,8
16,19,2023-06-24T13:06:53.093Z,758,3
21,16,2023-06-24T13:06:53.093Z,417,9
27,34,2023-06-24T13:06:53.093Z,180,5
33,21,2023-06-24T13:06:53.093Z,324,6
9,14,2023-06-24T13:07:03.093Z,321,13
14,4,2023-06-24T13:07:03.093Z,177,3
27,31,2023-06-24T13:07:03.093Z,846,5
33,25,2023-06-24T13:07:03.093Z,350,6
7,1,2023-06-24T13:07:13.093Z,460,1
10,5,2023-06-24T13:07:13.093Z,942,2
17,16,2023-06-24T13:07:13.093Z,660,9
21,16,2023-06-24T13:07:13.093Z,324,9
25,15,2023-06-24T13:07:13.093Z,769,14
28,29,2023-06-24T13:07:13.093Z,183,10
31,32,2023-06-24T13:07:13.093Z,563,12
34,33,2023-06-24T13:07:13.093Z,467,7
5,19,2023-06-24T13:07:23.093Z,50,3
9,14,2023-06-24T13:07:23.093Z,364,13
12,10,2023-06-24T13:07:23.093Z,502,8
22,34,2023-06-24T13:07:23.093Z,198,6
27,34,2023-06-24T13:07:23.093Z,702,5
29,27,2023-06-24T13:07:23.093Z,183,11
33,25,2023-06-24T13:07:23.093Z,21,6
8,5,2023-06-24T13:07:33.093Z,2,2
18,4,2023-06-24T13:07:33.093Z,301,3
33,28,2023-06-24T13:07:33.093Z,788,6
5,17,2023-06-24T13:07:43.093Z,942,3
12,7,2023-06-24T13:07:43.093Z,691,8
21,16,2023-06-24T13:07:43.093Z,223,9
23,15,2023-06-24T13:07:43.093Z,716,14
27,34,2023-06-24T13:07:43.093Z,493,5
32,34,2023-06-24T13:07:43.093Z,797,6
5,4,2023-06-24T13:07:53.093Z,664,3
11,7,2023-06-24T13:07:53.093Z,177,8
15,4,2023-06-24T13:07:53.093Z,238,3
20,35,2023-06-24T13:07:53.093Z,535,4
31,32,2023-06-24T13:07:53.093Z,91,12
33,28,2023-06-24T13:07:53.093Z,467,6
4,9,2023-06-24T13:08:03.093Z,301,2
5,17,2023-06-24T13:08:03.093Z,523,3
10,5,2023-06-24T13:08:03.093Z,120,2
24,35,2023-06-24T13:08:03.093Z,21,4
34,18,2023-06-24T13:08:03.093Z,859,7
1,0,2023-06-24T13:08:13.093Z,890,7
5,20,2023-06-24T13:08:13.093Z,2,3
9,8,2023-06-24T13:08:13.093Z,301,13
13,14,2023-06-24T13:08:13.093Z,175,13
14,4,2023-06-24T13:08:13.093Z,864,3
17,16,2023-06-24T13:08:13.093Z,291,9
20,26,2023-06-24T13:08:13.093Z,956,4
21,23,2023-06-24T13:08:13.093Z,799,9
31,32,2023-06-24T13:08:13.093Z,530,12
33,25,2023-06-24T13:08:13.093Z,363,6
34,18,2023-06-24T13:08:13.093Z,950,7
1,0,2023-06-24T13:08:23.093Z,325,7
8,5,2023-06-24T13:08:23.093Z,301,2
10,2,2023-06-24T13:08:23.093Z,502,2
17,23,2023-06-24T13:08:23.093Z,942,9
31,32,2023-06-24T13:08:23.093Z,397,12
21,23,2023-06-24T13:08:33.093Z,697,9
28,30,2023-06-24T13:08:33.093Z,904,10
34,18,2023-06-24T13:08:33.093Z,335,7
7,1,2023-06-24T13:08:43.093Z,146,1
16,20,2023-06-24T13:08:43.093Z,223,3
23,24,2023-06-24T13:08:43.093Z,942,14
30,32,2023-06-24T13:08:43.093Z,904,12
2,3,2023-06-24T13:08:53.093Z,502,1
7,6,2023-06-24T13:08:03.093Z,177,1
13,14,2023-06-24T13:08:03.093Z,608,13
16,17,2023-06-24T13:08:03.093Z,324,3
17,23,2023-06-24T13:08:03.093Z,264,9
32,21,2023-06-24T13:08:03.093Z,697,6
4,9,2023-06-24T13:08:13.093Z,664,2
6,10,2023-06-24T13:08:23.093Z,177,8
9,14,2023-06-24T13:08:23.093Z,664,13
14,12,2023-06-24T13:08:23.093Z,364,3
21,16,2023-06-24T13:08:23.093Z,57,9
0,3,2023-06-24T13:08:33.093Z,890,1
27,34,2023-06-24T13:08:33.093Z,536,5
31,32,2023-06-24T13:08:33.093Z,846,12
5,20,2023-06-24T13:08:43.093Z,887,3
14,20,2023-06-24T13:08:43.093Z,14,3
20,35,2023-06-24T13:08:43.093Z,48,4
25,15,2023-06-24T13:08:43.093Z,363,14
32,21,2023-06-24T13:08:43.093Z,68,6
15,20,2023-06-24T13:08:53.093Z,769,3
17,22,2023-06-24T13:08:53.093Z,523,9
24,26,2023-06-24T13:08:53.093Z,942,4
7,1,2023-06-24T13:09:03.093Z,791,1
18,20,2023-06-24T13:09:03.093Z,859,3
31,32,2023-06-24T13:09:03.093Z,549,12
20,26,2023-06-24T13:09:13.093Z,442,4
22,28,2023-06-24T13:09:23.093Z,389,6
34,33,2023-06-24T13:09:23.093Z,925,7
17,23,2023-06-24T13:09:33.093Z,998,9
29,27,2023-06-24T13:09:33.093Z,821,11
34,18,2023-06-24T13:09:33.093Z,275,7
23,15,2023-06-24T13:08:23.093Z,264,14
10,2,2023-06-24T13:08:33.093Z,177,2
20,26,2023-06-24T13:08:33.093Z,655,4
32,34,2023-06-24T13:08:33.093Z,141,6
4,5,2023-06-24T13:08:43.093Z,238,2
17,16,2023-06-24T13:08:43.093Z,458,9
1,1,2023-06-24T13:08:53.093Z,940,7
14,20,2023-06-24T13:08:53.093Z,608,3
26,27,2023-06-24T13:08:53.093Z,655,11
5,20,2023-06-24T13:09:03.093Z,301,3
21,16,2023-06-24T13:08:53.093Z,838,9
27,31,2023-06-24T13:08:53.093Z,659,5
17,23,2023-06-24T13:09:03.093Z,324,9
20,26,2023-06-24T13:09:03.093Z,686,4
14,12,2023-06-24T13:09:13.093Z,664,3
35,30,2023-06-24T13:09:13.093Z,21,10
27,31,2023-06-24T13:09:23.093Z,452,5
1,0,2023-06-24T13:09:33.093Z,877,7
20,26,2023-06-24T13:09:33.093Z,122,4
33,25,2023-06-24T13:09:33.093Z,312,6
20,35,2023-06-24T13:08:23.093Z,821,4
32,21,2023-06-24T13:08:23.093Z,838,6
16,17,2023-06-24T13:08:33.093Z,998,3
26,27,2023-06-24T13:08:33.093Z,956,11
1,0,2023-06-24T13:08:43.093Z,314,7
6,7,2023-06-24T13:08:43.093Z,791,8
27,31,2023-06-24T13:08:43.093Z,45,5
5,20,2023-06-24T13:08:53.093Z,120,3
16,12,2023-06-24T13:08:53.093Z,291,3
3,11,2023-06-24T13:09:03.093Z,502,2
14,19,2023-06-24T13:09:03.093Z,175,3
16,4,2023-06-24T13:09:03.093Z,57,3
25,15,2023-06-24T13:09:03.093Z,766,14
22,21,2023-06-24T13:11:03.093Z,586,6
5,13,2023-06-24T13:09:13.093Z,238,3
19,33,2023-06-24T13:09:13.093Z,312,7
27,34,2023-06-24T13:09:13.093Z,677,5
19,33,2023-06-24T13:09:23.093Z,142,7
26,27,2023-06-24T13:09:23.093Z,686,11
30,32,2023-06-24T13:09:23.093Z,21,12
0,6,2023-06-24T13:09:33.093Z,325,1
16,19,2023-06-24T13:09:33.093Z,458,3
19,0,2023-06-24T13:09:33.093Z,473,7
24,26,2023-06-24T13:09:33.093Z,697,4
21,22,2023-06-24T13:09:03.093Z,68,9
35,29,2023-06-24T13:09:03.093Z,535,10
15,20,2023-06-24T13:09:13.093Z,716,3
22,34,2023-06-24T13:09:13.093Z,795,6
1,0,2023-06-24T13:09:23.093Z,755,7
23,24,2023-06-24T13:09:23.093Z,697,14
29,27,2023-06-24T13:09:23.093Z,535,11
35,29,2023-06-24T13:09:23.093Z,821,10
