enter,exit,date,id,location
3,11,2023-06-19T06:43:53.093Z,44,2
12,7,2023-06-19T06:43:53.093Z,461,8
24,35,2023-06-19T06:43:53.093Z,851,4
30,32,2023-06-19T06:43:53.093Z,503,12
32,34,2023-06-19T06:43:53.093Z,379,6
0,3,2023-06-19T06:44:03.093Z,580,1
5,17,2023-06-19T06:44:03.093Z,779,3
9,14,2023-06-19T06:44:03.093Z,811,13
10,9,2023-06-19T06:44:03.093Z,513,2
20,35,2023-06-19T06:44:03.093Z,559,4
26,27,2023-06-19T06:44:03.093Z,229,11
27,31,2023-06-19T06:44:03.093Z,99,5
3,9,2023-06-19T06:44:13.093Z,63,2
23,15,2023-06-19T06:44:13.093Z,408,14
32,34,2023-06-19T06:44:13.093Z,436,6
3,5,2023-06-19T06:44:23.093Z,444,2
4,11,2023-06-19T06:44:23.093Z,405,2
5,17,2023-06-19T06:44:23.093Z,738,3
6,7,2023-06-19T06:44:23.093Z,241,8
7,1,2023-06-19T06:44:23.093Z,263,1
9,8,2023-06-19T06:44:23.093Z,513,13
17,16,2023-06-19T06:44:23.093Z,413,9
27,31,2023-06-19T06:44:23.093Z,506,5
32,34,2023-06-19T06:44:23.093Z,88,6
2,3,2023-06-19T06:44:33.093Z,703,1
3,11,2023-06-19T06:44:33.093Z,580,2
7,3,2023-06-19T06:44:33.093Z,347,1
10,5,2023-06-19T06:44:33.093Z,44,2
18,13,2023-06-19T06:44:33.093Z,654,3
7,6,2023-06-19T06:44:43.093Z,673,1
35,30,2023-06-19T06:43:23.093Z,436,10
7,1,2023-06-19T06:43:33.093Z,131,1
12,10,2023-06-19T06:44:43.093Z,324,8
30,32,2023-06-19T06:44:43.093Z,851,12
16,12,2023-06-19T06:43:33.093Z,700,3
31,32,2023-06-19T06:44:43.093Z,506,12
22,34,2023-06-19T06:43:33.093Z,944,6
31,32,2023-06-19T06:43:33.093Z,765,12
35,29,2023-06-19T06:43:33.093Z,138,10
2,1,2023-06-19T06:43:43.093Z,755,1
6,10,2023-06-19T06:44:53.093Z,17,8
7,3,2023-06-19T06:43:43.093Z,63,1
14,12,2023-06-19T06:43:43.093Z,277,3
